Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,34/31,5/5,16/14,10/8,-,3/4
2024,17/14,3/3,6/5,8/6,-,-
2023,9/9,-,6/6,1/1,-,2/2
2022,3/3,-,2/1,-,-,1/2
2017,2/2,2/2,-,-,-,-
2016,3/3,-,2/2,1/1,-,-
