Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,117/76,89/50,21/20,6/4,-,1/2
2024,20/21,17/18,3/3,-,-,-
2023,45/27,35/15,4/8,6/4,-,-
2022,35/17,20/8,14/8,-,-,1/1
2021,13/6,13/5,0/1,-,-,-
2020,4/5,4/4,-,-,-,0/1
