Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,8/14,5/11,3/3,-,-,-
2024,6/10,3/7,3/3,-,-,-
2023,0/3,0/3,-,-,-,-
2021,2/1,2/1,-,-,-,-
