Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,233/103,59/29,73/40,83/22,2/7,16/5
2024,28/22,9/5,10/11,4/3,0/3,5/0
2023,40/21,11/5,6/7,17/8,2/1,4/0
2022,26/18,0/1,10/12,16/4,0/1,-
2021,42/15,4/5,13/4,25/4,0/2,-
2020,35/9,12/2,8/3,10/2,-,5/2
2019,42/13,16/8,26/3,-,-,0/2
2018,5/3,3/2,-,-,-,2/1
2017,15/2,4/1,-,11/1,-,-
