Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,88/101,30/44,52/49,6/8,-,-
2024,21/15,-,21/15,-,-,-
2023,10/14,3/5,7/9,-,-,-
2019,1/2,-,-,1/2,-,-
2018,32/26,14/12,18/14,-,-,-
2017,18/24,10/16,4/5,4/3,-,-
2016,3/10,2/7,-,1/3,-,-
2014,2/7,0/3,2/4,-,-,-
2013,1/3,1/1,0/2,-,-,-
