Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,238/175,75/57,150/99,6/17,-,7/2
2024,23/21,7/7,11/12,1/1,-,4/1
2023,34/22,15/11,17/6,2/5,-,-
2022,6/9,0/2,3/6,-,-,3/1
2021,1/2,-,1/2,-,-,-
2020,13/14,7/7,5/5,1/2,-,-
2019,26/24,4/3,21/17,1/4,-,-
2018,49/22,2/1,46/19,1/2,-,-
2017,13/8,0/1,13/7,-,-,-
2016,4/7,3/5,1/2,-,-,-
2015,17/13,8/5,9/6,0/2,-,-
2014,28/16,16/9,12/7,-,-,-
2013,14/11,9/5,5/5,0/1,-,-
2012,10/6,4/1,6/5,-,-,-
