Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,237/167,153/114,26/13,58/39,0/1,-
2024,28/19,24/15,-,4/4,-,-
2023,34/18,21/11,-,13/7,-,-
2022,20/21,11/10,4/3,5/7,0/1,-
2021,33/19,18/12,2/1,13/6,-,-
2020,3/5,1/2,0/1,2/2,-,-
2019,45/31,24/22,18/7,3/2,-,-
2018,24/13,18/10,-,6/3,-,-
2017,23/15,22/14,-,1/1,-,-
2014,2/1,2/1,-,-,-,-
2013,3/0,3/0,-,-,-,-
2012,2/8,2/6,-,0/2,-,-
2011,15/10,4/6,2/1,9/3,-,-
2010,3/5,1/3,-,2/2,-,-
2009,2/2,2/2,-,-,-,-
