Date&Time,Name,Final Scores,Set1,Set2,Set3,Set4,Set5,Aces,Double Faults,1st Serve Percentage,1st Serve Points Won,2nd Serve Points Won,Break Points Saved,1st Return Points Won,2nd Return Points Won,Break Points Converted,Winners,Unforced Errors,Net Points Won,Max Points In Row,Service Points Won,Return Points Won,Total Points Won,Max Games In Row,Service Games Won,Return Games Won,Total Games Won,PBP(Set1),PBP(Set2),PBP(Set3),PBP(Set4),PBP(Set5),odds
CHALLENGER MEN - SINGLES :  Rome (Italy),clay,header
18.03. 21:30,Arnaboldi F.,0,5,4,,,,1,2,63%,67% (29/43),40% (10/25),33% (2/6),24% (10/42),50% (11/22),50% (2/4),57% (39/68),33% (21/64),45% (60/132),3,1,64% (7/11),18% (2/11),41% (9/22),[],[],[],[],[],2.77
18.03. 21:30,Mikrut L.,2,7,6,,,,4,0,66%,76% (32/42),50% (11/22),50% (2/4),33% (14/43),60% (15/25),67% (4/6),67% (43/64),43% (29/68),55% (72/132),7,0,82% (9/11),36% (4/11),59% (13/22),[],[],[],[],[],1.41
CHALLENGER MEN - SINGLES :  Tenerife 2 (Spain),hard,header
10.02. 20:55,Arnaboldi F.,0,2,2,,,,1,2,38%,44% (7/16),38% (10/26),29% (2/7),28% (11/39),56% (10/18),20% (1/5),40% (17/42),37% (21/57),38% (38/99),4,0,38% (3/8),13% (1/8),25% (4/16),[],[],[],[],[],2.75
10.02. 20:55,Barranco Cosano J.,2,6,6,,,,3,0,68%,72% (28/39),44% (8/18),80% (4/5),56% (9/16),62% (16/26),71% (5/7),63% (36/57),60% (25/42),62% (61/99),6,0,88% (7/8),63% (5/8),75% (12/16),[],[],[],[],[],1.41
CHALLENGER MEN - SINGLES :  Tenerife (Spain),hard,header
03.02. 19:35,Arnaboldi F.,0,0,6^2,,,,2,3,70%,57% (30/53),30% (7/23),55% (6/11),36% (18/50),37% (7/19),33% (2/6),49% (37/76),36% (25/69),43% (62/145),2,0,44% (4/9),22% (2/9),33% (6/18),[],[],[],[],[],7.50
03.02. 19:35,Carreno-Busta P.,2,6,7^7,,,,1,0,72%,64% (32/50),63% (12/19),67% (4/6),43% (23/53),70% (16/23),45% (5/11),64% (44/69),51% (39/76),57% (83/145),8,0,78% (7/9),56% (5/9),67% (12/18),[],[],[],[],[],1.06
CHALLENGER MEN - SINGLES :  Koblenz (Germany),hard,header
29.01. 00:00,Arnaboldi F.,0,4,2,,,,2,0,52%,69% (18/26),50% (12/24),40% (2/5),15% (4/26),22% (4/18),0% (0/0),60% (30/50),18% (8/44),40% (38/94),1,0,67% (6/9),0% (0/9),33% (6/18),[],[],[],[],[],3.23
29.01. 00:00,Zeppieri G.,2,6,6,,,,3,2,59%,85% (22/26),78% (14/18),0% (0/0),31% (8/26),50% (12/24),60% (3/5),82% (36/44),40% (20/50),60% (56/94),9,0,100% (9/9),33% (3/9),67% (12/18),[],[],[],[],[],1.34
CHALLENGER MEN - SINGLES :  Nonthaburi 3 (Thailand),hard,header
17.01. 09:10,Arnaboldi F.,0,4,1,,,,0,1,63%,50% (16/32),53% (10/19),33% (2/6),10% (3/31),25% (2/8),0% (0/0),51% (26/51),13% (5/39),34% (31/90),1,0,56% (5/9),0% (0/8),29% (5/17),[],[],[],[],[],3.70
17.01. 09:10,Cassone M.,2,6,6,,,,8,1,79%,90% (28/31),75% (6/8),0% (0/0),50% (16/32),47% (9/19),67% (4/6),87% (34/39),49% (25/51),66% (59/90),9,0,100% (8/8),44% (4/9),71% (12/17),[],[],[],[],[],1.25
15.01. 09:05,Arnaboldi F.,2,1,7^7,6,,,6,4,69%,56% (48/86),51% (20/39),57% (8/14),28% (16/57),60% (31/52),50% (4/8),54% (68/125),44% (47/106),50% (115/231),8,0,60% (9/15),29% (4/14),45% (13/29),[],[],[],[],[],4.37
15.01. 09:05,Shimabukuro S.,1,6,6^4,4,,,6,1,52%,67% (38/57),40% (21/52),50% (4/8),44% (38/86),49% (19/39),43% (6/14),56% (59/106),46% (57/125),50% (116/231),2,0,71% (10/14),40% (6/15),55% (16/29),[],[],[],[],[],1.19
13.01. 13:30,Arnaboldi F.,2,6,2,6,,,1,4,58%,59% (29/49),57% (20/35),75% (9/12),44% (14/32),59% (19/32),55% (6/11),58% (49/84),52% (33/64),55% (82/148),6,0,73% (8/11),55% (6/11),64% (14/22),[],[],[],[],[],2.77
13.01. 13:30,Popko D.,1,1,6,1,,,3,2,50%,56% (18/32),41% (13/32),45% (5/11),41% (20/49),43% (15/35),25% (3/12),48% (31/64),42% (35/84),45% (66/148),4,0,45% (5/11),27% (3/11),36% (8/22),[],[],[],[],[],1.41
ATP - SINGLES :  Australian Open (Australia) - Qualification,hard,header
06.01. 10:45,Arnaboldi F.,0,2,4,,,,4,3,66%,62% (26/42),32% (7/22),69% (9/13),23% (5/22),27% (6/22),50% (1/2),15,26,46% (6/13),52% (33/64),25% (11/44),41% (44/108),3,0,56% (5/9),11% (1/9),33% (6/18),[],[],[],[],[],3.67
06.01. 10:45,Tseng C. H.,2,6,6,,,,1,3,50%,77% (17/22),73% (16/22),50% (1/2),38% (16/42),68% (15/22),31% (4/13),14,13,75% (12/16),75% (33/44),48% (31/64),59% (64/108),7,0,89% (8/9),44% (4/9),67% (12/18),[],[],[],[],[],1.27
CHALLENGER MEN - SINGLES :  Nonthaburi (Thailand),hard,header
30.12.2024,Arnaboldi F.,0,4,6^3,,,,8,7,60%,68% (30/44),34% (10/29),43% (3/7),37% (16/43),48% (16/33),50% (3/6),55% (40/73),42% (32/76),48% (72/149),3,1,64% (7/11),27% (3/11),45% (10/22),[],[],[],[],[],4.51
30.12.2024,Barrere G.,2,6,7^7,,,,4,1,57%,63% (27/43),52% (17/33),50% (3/6),32% (14/44),66% (19/29),57% (4/7),58% (44/76),45% (33/73),52% (77/149),7,0,73% (8/11),36% (4/11),55% (12/22),[],[],[],[],[],1.18
CHALLENGER MEN - SINGLES :  Rovereto (Italy),hard,header
21.11.2024,Arnaboldi F.,0,3,1,,,,2,4,58%,61% (17/28),25% (5/20),50% (5/10),30% (8/27),32% (6/19),25% (1/4),46% (22/48),30% (14/46),38% (36/94),0,0,38% (3/8),13% (1/8),25% (4/16),[],[],[],[],[],3.26
21.11.2024,Holmgren A.,2,6,6,,,,5,0,59%,70% (19/27),68% (13/19),75% (3/4),39% (11/28),75% (15/20),50% (5/10),70% (32/46),54% (26/48),62% (58/94),10,0,88% (7/8),63% (5/8),75% (12/16),[],[],[],[],[],1.31
19.11.2024,Arnaboldi F.,2,6,2,7,,,4,3,60%,63% (39/62),56% (23/41),70% (7/10),27% (15/55),56% (28/50),30% (3/10),60% (62/103),41% (43/105),50% (105/208),6,0,80% (12/15),21% (3/14),52% (15/29),[],[],[],[],[],1.61
19.11.2024,Berrettini J.,1,3,6,5,,,4,7,52%,73% (40/55),44% (22/50),70% (7/10),37% (23/62),44% (18/41),30% (3/10),59% (62/105),40% (41/103),50% (103/208),4,0,79% (11/14),20% (3/15),48% (14/29),[],[],[],[],[],2.23
CHALLENGER MEN - SINGLES :  Lyon 2 (France) - Qualification,hard,header
10.11.2024,Arnaboldi F.,0,4,4,,,,2,3,63%,53% (32/60),58% (21/36),75% (9/12),27% (17/62),61% (17/28),10% (1/10),55% (53/96),38% (34/90),47% (87/186),5,2,70% (7/10),10% (1/10),40% (8/20),[],[],[],[],[],1.70
10.11.2024,Gautier A.,2,6,6,,,,15,2,69%,73% (45/62),39% (11/28),90% (9/10),47% (28/60),42% (15/36),25% (3/12),62% (56/90),45% (43/96),53% (99/186),5,0,90% (9/10),30% (3/10),60% (12/20),[],[],[],[],[],2.05
CHALLENGER MEN - SINGLES :  Helsinki (Finland),hard,header
06.11.2024,Arnaboldi F.,0,2,4,,,,3,2,67%,58% (18/31),53% (8/15),20% (1/5),22% (4/18),27% (7/26),100% (1/1),57% (26/46),25% (11/44),41% (37/90),6,2,56% (5/9),11% (1/9),33% (6/18),[],[],[],[],[],3.26
06.11.2024,Yevseyev D.,2,6,6,,,,1,0,41%,78% (14/18),73% (19/26),0% (0/1),42% (13/31),47% (7/15),80% (4/5),75% (33/44),43% (20/46),59% (53/90),4,0,89% (8/9),44% (4/9),67% (12/18),[],[],[],[],[],1.31
04.11.2024,Arnaboldi F.,2,6,7,,,,5,4,51%,77% (30/39),45% (17/38),60% (3/5),41% (16/39),43% (15/35),40% (4/10),61% (47/77),42% (31/74),52% (78/151),7,0,82% (9/11),36% (4/11),59% (13/22),[],[],[],[],[],8.20
04.11.2024,Kukushkin M.,0,4,5,,,,1,1,53%,59% (23/39),57% (20/35),60% (6/10),23% (9/39),55% (21/38),40% (2/5),58% (43/74),39% (30/77),48% (73/151),3,1,64% (7/11),18% (2/11),41% (9/22),[],[],[],[],[],1.08
CHALLENGER MEN - SINGLES :  Olbia (Italy),hard,header
14.10.2024,Arnaboldi F.,0,0,0,,,,0,0,51%,39% (7/18),18% (3/17),14% (1/7),34% (11/32),0% (0/7),0% (0/2),29% (10/35),28% (11/39),28% (21/74),2,0,0% (0/6),0% (0/6),0% (0/12),[],[],[],[],[],3.39
14.10.2024,Svrcina D.,2,6,6,,,,2,0,82%,66% (21/32),100% (7/7),100% (2/2),61% (11/18),82% (14/17),86% (6/7),72% (28/39),71% (25/35),72% (53/74),8,0,100% (6/6),100% (6/6),100% (12/12),[],[],[],[],[],1.29
CHALLENGER MEN - SINGLES :  Valencia (Spain),clay,header
08.10.2024,Arnaboldi F.,0,1,0,,,,3,2,59%,49% (17/35),21% (5/24),60% (9/15),14% (3/21),36% (4/11),0% (0/0),37% (22/59),22% (7/32),32% (29/91),4,2,14% (1/7),0% (0/6),8% (1/13),[],[],[],[],[],2.66
08.10.2024,Choinski J.,2,6,6,,,,4,1,66%,86% (18/21),64% (7/11),0% (0/0),51% (18/35),79% (19/24),40% (6/15),78% (25/32),63% (37/59),68% (62/91),6,0,100% (6/6),86% (6/7),92% (12/13),[],[],[],[],[],1.44
CHALLENGER MEN - SINGLES :  Lisbon (Portugal),clay,header
27.09.2024,Arnaboldi F.,1,2,6,0,,,0,2,66%,58% (29/50),42% (11/26),69% (11/16),21% (7/33),49% (18/37),50% (2/4),53% (40/76),36% (25/70),45% (65/146),2,0,55% (6/11),18% (2/11),36% (8/22),[],[],[],[],[],2.99
27.09.2024,Rocha H.,2,6,2,6,,,2,5,47%,79% (26/33),51% (19/37),50% (2/4),42% (21/50),58% (15/26),31% (5/16),64% (45/70),47% (36/76),55% (81/146),8,0,82% (9/11),45% (5/11),64% (14/22),[],[],[],[],[],1.36
23.09.2024,Arnaboldi F.,2,7^7,6,,,,3,1,70%,77% (33/43),44% (8/18),67% (4/6),42% (22/52),67% (20/30),63% (5/8),67% (41/61),51% (42/82),58% (83/143),7,0,78% (7/9),50% (5/10),63% (12/19),[],[],[],[],[],1.30
23.09.2024,Vale D.,0,6^5,1,,,,1,8,63%,58% (30/52),33% (10/30),38% (3/8),23% (10/43),56% (10/18),33% (2/6),49% (40/82),33% (20/61),42% (60/143),3,1,50% (5/10),22% (2/9),37% (7/19),[],[],[],[],[],3.35
CHALLENGER MEN - SINGLES :  Bad Waltersdorf (Austria),clay,header
17.09.2024,Arnaboldi F.,0,1,3,,,,2,2,53%,59% (16/27),38% (9/24),33% (2/6),19% (5/26),29% (5/17),0% (0/0),49% (25/51),23% (10/43),37% (35/94),5,2,50% (4/8),0% (0/8),25% (4/16),[],[],[],[],[],2.50
17.09.2024,Moreno De Alboran N.,2,6,6,,,,3,1,60%,81% (21/26),71% (12/17),0% (0/0),41% (11/27),63% (15/24),67% (4/6),77% (33/43),51% (26/51),63% (59/94),5,0,100% (8/8),50% (4/8),75% (12/16),[],[],[],[],[],1.50
CHALLENGER MEN - SINGLES :  Szczecin (Poland),clay,header
12.09.2024,Arnaboldi F.,0,1,6^5,,,,1,1,60%,54% (27/50),27% (9/33),56% (9/16),33% (14/43),74% (14/19),57% (4/7),43% (36/83),45% (28/62),44% (64/145),4,0,30% (3/10),44% (4/9),37% (7/19),[],[],[],[],[],2.36
12.09.2024,Coria F.,2,6,7^7,,,,0,4,69%,67% (29/43),26% (5/19),43% (3/7),46% (23/50),73% (24/33),44% (7/16),55% (34/62),57% (47/83),56% (81/145),6,0,56% (5/9),70% (7/10),63% (12/19),[],[],[],[],[],1.55
10.09.2024,Arnaboldi F.,2,6,7^8,,,,4,0,68%,74% (32/43),75% (15/20),0% (0/1),37% (19/52),55% (11/20),50% (2/4),75% (47/63),42% (30/72),57% (77/135),5,0,91% (10/11),20% (2/10),57% (12/21),[],[],[],[],[],2.13
10.09.2024,Barranco Cosano J.,0,3,6^6,,,,0,3,72%,63% (33/52),45% (9/20),50% (2/4),26% (11/43),25% (5/20),100% (1/1),58% (42/72),25% (16/63),43% (58/135),5,4,80% (8/10),9% (1/11),43% (9/21),[],[],[],[],[],1.68
CHALLENGER MEN - SINGLES :  Genova (Italy),clay,header
03.09.2024,Arnaboldi F.,1,7^7,6^10,2,,,3,3,59%,67% (51/76),52% (27/52),60% (6/10),28% (22/78),41% (12/29),33% (2/6),61% (78/128),32% (34/107),48% (112/235),3,0,75% (12/16),13% (2/16),44% (14/32),[],[],[],[],[],2.73
03.09.2024,Passaro F.,2,6^5,7^12,6,,,7,2,73%,72% (56/78),59% (17/29),67% (4/6),33% (25/76),48% (25/52),40% (4/10),68% (73/107),39% (50/128),52% (123/235),7,2,88% (14/16),25% (4/16),56% (18/32),[],[],[],[],[],1.43
CHALLENGER MEN - SINGLES :  Como (Italy),clay,header
27.08.2024,Arnaboldi F.,0,4,5,,,,1,5,53%,67% (26/39),44% (15/34),50% (4/8),0 km/h,0 km/h,33% (15/45),30% (6/20),25% (2/8),56% (41/73),32% (21/65),45% (62/138),3,0,64% (7/11),18% (2/11),41% (9/22),[],[],[],[],[],1.29
27.08.2024,Aboian V.,2,6,7,,,,5,0,69%,67% (30/45),70% (14/20),75% (6/8),0 km/h,0 km/h,33% (13/39),56% (19/34),50% (4/8),68% (44/65),44% (32/73),55% (76/138),7,0,82% (9/11),36% (4/11),59% (13/22),[],[],[],[],[],3.43
CHALLENGER MEN - SINGLES :  Cordenons (Italy),clay,header
09.08.2024,Arnaboldi F.,0,3,2,,,,1,6,62%,49% (18/37),35% (8/23),25% (2/8),0 km/h,0 km/h,27% (7/26),54% (13/24),40% (2/5),43% (26/60),40% (20/50),42% (46/110),3,0,33% (3/9),25% (2/8),29% (5/17),[],[],[],[],[],1.53
09.08.2024,Blockx A.,2,6,6,,,,0,4,52%,73% (19/26),46% (11/24),60% (3/5),0 km/h,0 km/h,51% (19/37),65% (15/23),75% (6/8),60% (30/50),57% (34/60),58% (64/110),7,0,75% (6/8),67% (6/9),71% (12/17),[],[],[],[],[],2.43
08.08.2024,Arnaboldi F.,2,6,6,,,,4,4,53%,88% (21/24),62% (13/21),100% (3/3),0 km/h,0 km/h,47% (16/34),53% (16/30),44% (4/9),76% (34/45),50% (32/64),61% (66/109),7,0,100% (8/8),50% (4/8),75% (12/16),[],[],[],[],[],1.38
08.08.2024,Pecci A.,0,3,1,,,,0,3,53%,53% (18/34),47% (14/30),56% (5/9),0 km/h,0 km/h,13% (3/24),38% (8/21),0% (0/3),50% (32/64),24% (11/45),39% (43/109),3,0,50% (4/8),0% (0/8),25% (4/16),[],[],[],[],[],2.93
05.08.2024,Arnaboldi F.,2,6,6,,,,2,6,58%,76% (37/49),40% (14/35),75% (3/4),0 km/h,0 km/h,35% (14/40),52% (15/29),38% (3/8),61% (51/84),42% (29/69),52% (80/153),6,0,90% (9/10),33% (3/9),63% (12/19),[],[],[],[],[],1.66
05.08.2024,Dodig M.,0,4,3,,,,2,3,58%,65% (26/40),48% (14/29),63% (5/8),0 km/h,0 km/h,24% (12/49),60% (21/35),25% (1/4),58% (40/69),39% (33/84),48% (73/153),4,2,67% (6/9),10% (1/10),37% (7/19),[],[],[],[],[],2.16
CHALLENGER MEN - SINGLES :  Verona (Italy),clay,header
29.07.2024,Arnaboldi F.,2,6,6,,,,3,0,58%,68% (21/31),59% (13/22),75% (3/4),64% (16/25),57% (8/14),100% (5/5),64% (34/53),62% (24/39),63% (58/92),8,0,88% (7/8),63% (5/8),75% (12/16),[],[],[],[],[],1.73
29.07.2024,Gaubas V.,0,2,2,,,,1,1,64%,36% (9/25),43% (6/14),0% (0/5),32% (10/31),41% (9/22),25% (1/4),38% (15/39),36% (19/53),37% (34/92),2,0,38% (3/8),13% (1/8),25% (4/16),[],[],[],[],[],2.03
27.07.2024,Arnaboldi F.,2,6,6,,,,4,1,68%,69% (22/32),47% (7/15),75% (6/8),60% (18/30),71% (10/14),67% (6/9),62% (29/47),64% (28/44),63% (57/91),8,0,75% (6/8),86% (6/7),80% (12/15),[],[],[],[],[],1.45
27.07.2024,Rehberg M. H.,0,2,1,,,,1,3,68%,40% (12/30),29% (4/14),33% (3/9),31% (10/32),53% (8/15),25% (2/8),36% (16/44),38% (18/47),37% (34/91),2,0,14% (1/7),25% (2/8),20% (3/15),[],[],[],[],[],2.61
26.07.2024,Arnaboldi F.,2,6,6,,,,2,3,46%,77% (17/22),54% (14/26),0% (0/3),51% (20/39),69% (11/16),75% (6/8),65% (31/48),56% (31/55),60% (62/103),4,0,67% (6/9),67% (6/9),67% (12/18),[],[],[],[],[],1.64
26.07.2024,Bueno G.,0,2,4,,,,1,1,71%,49% (19/39),31% (5/16),25% (2/8),23% (5/22),46% (12/26),100% (3/3),44% (24/55),35% (17/48),40% (41/103),6,2,33% (3/9),33% (3/9),33% (6/18),[],[],[],[],[],2.17
24.07.2024,Arnaboldi F.,2,6,2,6,,,2,1,57%,63% (31/49),57% (21/37),85% (11/13),25% (11/44),60% (26/43),40% (4/10),60% (52/86),43% (37/87),51% (89/173),6,0,83% (10/12),33% (4/12),58% (14/24),[],[],[],[],[],2.43
24.07.2024,Blanchet U.,1,4,6,0,,,5,3,51%,75% (33/44),40% (17/43),60% (6/10),37% (18/49),43% (16/37),15% (2/13),57% (50/87),40% (34/86),49% (84/173),4,1,67% (8/12),17% (2/12),42% (10/24),[],[],[],[],[],1.53
23.07.2024,Arnaboldi F.,2,6,6,,,,1,3,59%,73% (30/41),38% (11/29),67% (4/6),47% (18/38),40% (6/15),57% (4/7),59% (41/70),45% (24/53),53% (65/123),7,0,80% (8/10),44% (4/9),63% (12/19),[],[],[],[],[],1.30
23.07.2024,Nesterov P.,0,3,4,,,,1,0,72%,53% (20/38),60% (9/15),43% (3/7),27% (11/41),62% (18/29),33% (2/6),55% (29/53),41% (29/70),47% (58/123),3,0,56% (5/9),20% (2/10),37% (7/19),[],[],[],[],[],3.37
CHALLENGER MEN - SINGLES :  Verona (Italy) - Qualification,clay,header
22.07.2024,Arnaboldi F.,2,6,6,,,,4,2,59%,72% (21/29),75% (15/20),80% (4/5),46% (16/35),58% (11/19),57% (4/7),73% (36/49),50% (27/54),61% (63/103),5,0,89% (8/9),50% (4/8),71% (12/17),[],[],[],[],[],1.29
22.07.2024,Villanueva G.,0,3,2,,,,2,1,65%,54% (19/35),42% (8/19),43% (3/7),28% (8/29),25% (5/20),20% (1/5),50% (27/54),27% (13/49),39% (40/103),5,1,50% (4/8),11% (1/9),29% (5/17),[],[],[],[],[],3.43
21.07.2024,Arnaboldi F.,2,6,6,,,,2,0,63%,87% (26/30),78% (14/18),0% (0/0),41% (19/46),39% (9/23),20% (2/10),83% (40/48),41% (28/69),58% (68/117),6,0,100% (10/10),22% (2/9),63% (12/19),[],[],[],[],[],1.40
21.07.2024,Kivattsev K.,0,3,4,,,,0,0,67%,59% (27/46),61% (14/23),80% (8/10),13% (4/30),22% (4/18),0% (0/0),59% (41/69),17% (8/48),42% (49/117),4,1,78% (7/9),0% (0/10),37% (7/19),[],[],[],[],[],2.84
CHALLENGER MEN - SINGLES :  Trieste (Italy),clay,header
10.07.2024,Arnaboldi F.,0,2,5,,,,2,4,58%,71% (27/38),39% (11/28),25% (1/4),20% (6/30),31% (8/26),0% (0/1),58% (38/66),24% (13/55),42% (51/121),2,0,70% (7/10),0% (0/10),35% (7/20),[],[],[],[],[],2.97
10.07.2024,Barrios Vera T.,2,6,7,,,,6,2,54%,80% (24/30),69% (18/26),100% (1/1),29% (11/38),61% (17/28),75% (3/4),76% (42/55),42% (28/66),58% (70/121),8,0,100% (10/10),30% (3/10),65% (13/20),[],[],[],[],[],1.37
CHALLENGER MEN - SINGLES :  Modena (Italy),clay,header
07.07.2024,Arnaboldi F.,1,4,6,2,,,3,6,53%,67% (28/42),57% (21/37),43% (3/7),37% (18/49),40% (16/40),25% (2/8),62% (49/79),38% (34/89),49% (83/168),3,0,71% (10/14),15% (2/13),44% (12/27),[],[],[],[],[],2.66
07.07.2024,Ramos A.,2,6,3,6,,,0,3,55%,63% (31/49),60% (24/40),75% (6/8),33% (14/42),43% (16/37),57% (4/7),62% (55/89),38% (30/79),51% (85/168),7,0,85% (11/13),29% (4/14),56% (15/27),[],[],[],[],[],1.45
05.07.2024,Arnaboldi F.,2,1,7^7,6,,,4,2,57%,79% (46/58),44% (19/43),57% (4/7),29% (14/48),27% (6/22),100% (2/2),64% (65/101),29% (20/70),50% (85/171),7,0,79% (11/14),15% (2/13),48% (13/27),[],[],[],[],[],2.47
05.07.2024,Collarini A.,1,6,6^3,2,,,1,2,69%,71% (34/48),73% (16/22),0% (0/2),21% (12/58),56% (24/43),43% (3/7),71% (50/70),36% (36/101),50% (86/171),3,0,85% (11/13),21% (3/14),52% (14/27),[],[],[],[],[],1.50
04.07.2024,Arnaboldi F.,2,2,6,6,,,6,5,66%,70% (33/47),50% (12/24),67% (4/6),37% (15/41),50% (13/26),83% (5/6),63% (45/71),42% (28/67),53% (73/138),8,0,82% (9/11),42% (5/12),61% (14/23),[],[],[],[],[],2.45
04.07.2024,Roca Batalla O.,1,6,1,2,,,1,2,61%,63% (26/41),50% (13/26),17% (1/6),30% (14/47),50% (12/24),33% (2/6),58% (39/67),37% (26/71),47% (65/138),2,0,58% (7/12),18% (2/11),39% (9/23),[],[],[],[],[],1.51
