Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,168/112,1/4,85/49,81/58,1/1,-
2024,40/10,-,12/3,28/7,-,-
2023,32/26,0/1,18/13,13/11,1/1,-
2022,41/26,-,26/15,15/11,-,-
2021,36/26,0/1,27/16,9/9,-,-
2020,6/7,-,-,6/7,-,-
2019,10/13,1/2,2/2,7/9,-,-
2018,3/3,-,-,3/3,-,-
2017,0/1,-,-,0/1,-,-
