Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,113/75,79/46,16/15,17/13,1/1,-
2024,37/20,32/16,-,5/4,-,-
2023,37/22,22/12,5/3,10/7,-,-
2022,14/11,8/6,6/5,-,-,-
2021,23/18,15/8,5/7,2/2,1/1,-
2020,1/2,1/2,-,-,-,-
2019,1/2,1/2,-,-,-,-
