Date&Time,Name,Final Scores,Set1,Set2,Set3,Set4,Set5,Aces,Double Faults,1st Serve Percentage,1st Serve Points Won,2nd Serve Points Won,Break Points Saved,1st Return Points Won,2nd Return Points Won,Break Points Converted,Winners,Unforced Errors,Net Points Won,Max Points In Row,Service Points Won,Return Points Won,Total Points Won,Max Games In Row,Service Games Won,Return Games Won,Total Games Won,PBP(Set1),PBP(Set2),PBP(Set3),PBP(Set4),PBP(Set5),odds
18.06.,Dellavedova M.,2,,,,,,"['2', '0']","['3', '2', '5', '2']",[],[],[],1.13
18.06.,Plunger M.,0,,,,,,[],[],[],[],[],5.00
28.05.,Stringer T.,2,,,,,,"['1', '1', '3', '3']","['3', '3', '6', '4']","['3', '1', '5', '1']",[],[],1.99
28.05.,Plunger M.,1,,,,,,"['1', '0', '2', '1', '5', '4']","['1', '0']","['2', '5']",[],[],1.73
01.04.,Fellin P. O.,2,,,,,,"['1', '0', '4', '3', '6', '5']","['2', '0', '4', '0', '6', '0']",[],[],[],1.17
01.04.,Plunger M.,0,,,,,,"['2', '2', '5', '5', '6', '6']",[],[],[],[],4.48
26.03.,de Marchi A.,2,,,,,,"['1', '0', '3', '2', '6', '3']","['2', '0', '4', '0', '6', '0']",[],[],[],1.24
26.03.,Plunger M.,0,,,,,,"['1', '1']",[],[],[],[],3.72
20.02.,Added D.,2,,,,,,"['2', '0', '4', '0']","['1', '0', '4', '1', '6', '1']",[],[],[],1.07
20.02.,Plunger M.,0,,,,,,[],[],[],[],[],6.95
19.02.,Vincent Ruggeri S.,1,,,,,,"['2', '0']",[],[],[],[],1.07
19.02.,Plunger M.,0,,,,,,"['4', '5']","['2', '0']",[],[],[],6.75
27.11.2024,Gulin S.,2,,,,,,"['4', '3', '6', '3']","['2', '0', '4', '0', '6', '0']",[],[],[],-
27.11.2024,Plunger M.,0,,,,,,[],[],[],[],[],-
18.10.2024,Steiner M.,2,,,,,,"['1', '0', '3', '2', '5', '2']","['1', '0', '3', '0', '5', '0']",[],[],[],1.18
18.10.2024,Plunger M.,0,,,,,,"['1', '1']",[],[],[],[],4.33
17.10.2024,Plunger M.,2,,,,,,"['2', '0', '4', '2']","['4', '3']",[],[],[],1.20
17.10.2024,Kumaran B. N.,0,,,,,,"['1', '2']",[],[],[],[],4.14
15.10.2024,Plunger M.,2,,,,,,"['2', '1', '4', '1']","['4', '5']","['1', '0', '3', '4', '6', '5']",[],[],1.64
15.10.2024,Nandal Y.,1,,,,,,[],"['5', '3', '7', '5']","['1', '1', '3', '1']",[],[],2.15
09.10.2024,Steiner M.,2,,,,,,"['1', '0', '4', '1']","['1', '0', '6', '5']",[],[],[],1.38
09.10.2024,Plunger M.,0,,,,,,[],"['1', '1']",[],[],[],2.85
04.10.2024,Neuchrist M.,2,,,,,,"['4', '3', '6', '3']","['4', '2', '6', '2']",[],[],[],1.24
04.10.2024,Plunger M.,0,,,,,,[],[],[],[],[],3.72
03.10.2024,Plunger M.,2,,,,,,[],"['5', '5', '7', '5']","['2', '2', '5', '3']",[],[],1.60
03.10.2024,Alujas R.,1,,,,,,"['5', '4']","['5', '4']","['1', '0']",[],[],2.22
02.10.2024,Plunger M.,2,,,,,,"['1', '0']","['1', '0']",[],[],[],-
02.10.2024,Singh K.,0,,,,,,[],"['5', '5']",[],[],[],-
27.09.2024,Kalyanpur A.,2,,,,,,"['2', '0']","['1', '0', '4', '1', '6', '1']",[],[],[],2.69
27.09.2024,Plunger M.,0,,,,,,[],[],[],[],[],1.42
26.09.2024,Plunger M.,2,,,,,,"['6', '5']","['3', '2']",[],[],[],5.96
26.09.2024,Safwat M.,0,,,,,,[],[],[],[],[],1.10
24.09.2024,Plunger M.,2,,,,,,"['1', '0', '3', '0', '6', '1']","['2', '0', '4', '0', '5', '1']",[],[],[],1.12
24.09.2024,Ymer R.,0,,,,,,[],"['1', '4']",[],[],[],5.37
28.08.2024,Plunger M.,1,,,,,,"['1', '0', '3', '0', '5', '2']","['1', '0', '3', '0']",[],[],[],1.75
28.08.2024,Ragazzi A.,0,,,,,,"['1', '3']",[],[],[],[],1.98
22.08.2024,Handel T.,2,,,,,,"['3', '1', '5', '1']","['4', '3']",[],[],[],1.10
22.08.2024,Plunger M.,0,,,,,,[],[],[],[],[],6.66
21.08.2024,Plunger M.,2,,,,,,"['2', '2', '4', '2']","['2', '1', '4', '1', '5', '2']",[],[],[],2.08
21.08.2024,Campana F.,0,,,,,,"['2', '1']","['2', '4', '3', '5', '5', '5']",[],[],[],1.69
15.08.2024,Egea F. E.,2,,,,,,"['1', '1', '3', '1', '6', '4']","['3', '1']",[],[],[],1.28
15.08.2024,Plunger M.,0,,,,,,"['1', '0', '4', '5']",[],[],[],[],3.43
14.08.2024,Plunger M.,2,,,,,,"['1', '0']","['1', '0', '4', '1', '6', '1']",[],[],[],1.86
14.08.2024,Iamachkine P.,0,,,,,,[],[],[],[],[],1.86
30.07.2024,Di Natale G. M.,2,,,,,,"['4', '2']","['3', '2', '4', '3']",[],[],[],1.66
30.07.2024,Plunger M.,0,,,,,,[],"['3', '3', '4', '4']",[],[],[],2.13
20.09.2023,Oradini G.,2,,,,,,"['3', '1', '6', '2']","['2', '0', '5', '1']",[],[],[],1.05
20.09.2023,Plunger M.,0,,,,,,[],[],[],[],[],8.40
19.09.2023,Plunger M.,2,,,,,,"['3', '2', '4', '3']","['1', '0', '3', '0', '5', '0']",[],[],[],1.39
19.09.2023,Mishkin K.,0,,,,,,"['3', '3']",[],[],[],[],2.82
31.08.2023,Picchione A.,2,,,,,,"['5', '3']","['2', '1', '4', '1', '6', '1']",[],[],[],1.08
31.08.2023,Plunger M.,0,,,,,,[],[],[],[],[],6.76
30.08.2023,Plunger M.,2,,,,,,"['1', '0', '3', '0', '6', '1']","['3', '1', '5', '1']",[],[],[],1.43
30.08.2023,Angelini L.,0,,,,,,[],[],[],[],[],2.67
29.08.2023,Plunger M.,1,,,,,,"['2', '1', '3', '4', '5', '4']",[],[],[],[],7.19
29.08.2023,Potenza L.,0,,,,,,"['2', '2', '4', '2']",[],[],[],[],1.07
01.08.2023,Tabacco G.,2,,,,,,"['2', '0', '4', '0', '6', '0']","['1', '1', '5', '3']",[],[],[],1.04
01.08.2023,Plunger M.,0,,,,,,[],"['1', '0']",[],[],[],8.80
27.07.2023,Wehnelt K.,2,,,,,,[],[],[],[],[],1.02
27.07.2023,Plunger M.,1,,,,,,[],[],[],[],[],11.00
01.11.2022,Veldheer M.,2,,,,,,[],"['3', '2']",[],[],[],-
01.11.2022,Plunger M.,0,,,,,,[],[],[],[],[],-
