Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,46/34,44/30,0/1,2/3,-,-
2024,23/16,23/15,-,0/1,-,-
2023,21/17,21/15,0/1,0/1,-,-
2022,2/1,-,-,2/1,-,-
