Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,137/129,103/88,28/28,6/13,-,-
2024,20/19,17/14,3/4,0/1,-,-
2023,32/27,30/23,1/2,1/2,-,-
2022,30/28,22/18,8/8,0/2,-,-
2021,22/21,16/12,6/7,0/2,-,-
2020,3/6,2/5,-,1/1,-,-
2019,16/18,8/11,6/5,2/2,-,-
2018,12/8,6/4,4/2,2/2,-,-
2017,2/2,2/1,-,0/1,-,-
