Date&Time,Name,Final Scores,Set1,Set2,Set3,Set4,Set5,Aces,Double Faults,1st Serve Percentage,1st Serve Points Won,2nd Serve Points Won,Break Points Saved,1st Return Points Won,2nd Return Points Won,Break Points Converted,Winners,Unforced Errors,Net Points Won,Max Points In Row,Service Points Won,Return Points Won,Total Points Won,Max Games In Row,Service Games Won,Return Games Won,Total Games Won,PBP(Set1),PBP(Set2),PBP(Set3),PBP(Set4),PBP(Set5),odds
ITF MEN - SINGLES :  M15 Tanagura (Japan),hard,header
ITF MEN - SINGLES :  M25 Sapporo (Japan),hard,header
ITF MEN - SINGLES :  M15 Tokyo 2 (Japan),hard,header
ITF MEN - SINGLES :  M15 Tanagura (Japan),hard,header
ITF MEN - SINGLES :  M25 Sapporo (Japan),hard,header
ITF MEN - SINGLES :  M15 Tokyo 2 (Japan),hard,header
10.07.2024,Matsumura R.,1,7,6^3,4,,,['-'],['-'],['-'],['-'],['-'],2.62
10.07.2024,Shin S.,2,5,7^7,6,,,['-'],['-'],['-'],['-'],['-'],1.45
ITF MEN - SINGLES :  M15 Tokyo (Japan),hard,header
04.07.2024,Matsumura R.,1,6^5,6,1,,,['-'],['-'],['-'],['-'],['-'],3.31
04.07.2024,Nakagawa N.,2,7^7,3,6,,,['-'],['-'],['-'],['-'],['-'],1.30
03.07.2024,Matsumura R.,2,6,7,,,,['-'],['-'],['-'],['-'],['-'],1.09
03.07.2024,Koyama H.,0,4,5,,,,['-'],['-'],['-'],['-'],['-'],6.47
ITF MEN - SINGLES :  M15 Harmon (Guam),hard,header
05.06.2024,Matsumura R.,0,0,,,,,['-'],['-'],['-'],['-'],['-'],3.69
05.06.2024,Hazawa S.,0,5,,,,,['-'],['-'],['-'],['-'],['-'],1.25
ITF MEN - SINGLES :  M15 Karuizawa (Japan),clay,header
01.06.2024,Matsumura R.,0,0,2,,,,['-'],['-'],['-'],['-'],['-'],1.59
01.06.2024,Masabayashi T.,2,6,6,,,,['-'],['-'],['-'],['-'],['-'],2.24
30.05.2024,Matsumura R.,2,6,6,,,,['-'],['-'],['-'],['-'],['-'],1.69
30.05.2024,Nishiwaki K.,0,4,2,,,,['-'],['-'],['-'],['-'],['-'],2.06
29.05.2024,Matsumura R.,2,6,4,12,,,['-'],['-'],['-'],['-'],['-'],1.87
29.05.2024,Yamanaka T.,1,3,6,10,,,['-'],['-'],['-'],['-'],['-'],1.85
ITF MEN - SINGLES :  M25 Luan (China),hard,header
15.05.2024,Matsumura R.,0,3,1,,,,['-'],['-'],['-'],['-'],['-'],5.03
15.05.2024,Sun F.,2,6,6,,,,['-'],['-'],['-'],['-'],['-'],1.15
ITF MEN - SINGLES :  M15 Tsukuba (Japan),hard,header
30.03.2024,Matsumura R.,0,1,6^3,,,,['-'],['-'],['-'],['-'],['-'],2.00
30.03.2024,Isomura K.,2,6,7^7,,,,['-'],['-'],['-'],['-'],['-'],1.73
29.03.2024,Matsumura R.,2,7^7,6^6,7^7,,,['-'],['-'],['-'],['-'],['-'],3.72
29.03.2024,Shin S.,1,6^4,7^8,6^2,,,['-'],['-'],['-'],['-'],['-'],1.26
28.03.2024,Matsumura R.,1,6,4,,,,['-'],['-'],['-'],['-'],['-'],2.65
28.03.2024,Ho R.,0,2,1,,,,['-'],['-'],['-'],['-'],['-'],1.44
27.03.2024,Matsumura R.,2,3,6,6,,,['-'],['-'],['-'],['-'],['-'],1.64
27.03.2024,Kalina V.,1,6,0,2,,,['-'],['-'],['-'],['-'],['-'],2.17
ITF MEN - SINGLES :  M15 Yanagawa 2 (Japan),hard,header
ITF MEN - SINGLES :  M15 Yanagawa (Japan),hard,header
ITF MEN - SINGLES :  M25 Dharwad (India),hard,header
18.10.2023,Matsumura R.,0,2,5,,,,['-'],['-'],['-'],['-'],['-'],2.95
18.10.2023,Nishiwaki K.,2,6,7,,,,['-'],['-'],['-'],['-'],['-'],1.36
ITF MEN - SINGLES :  M15 Ahmedabad (India),hard,header
ITF MEN - SINGLES :  M25 Takasaki (Japan),hard,header
21.09.2023,Matsumura R.,0,1,1,,,,['-'],['-'],['-'],['-'],['-'],4.37
21.09.2023,Fukuda S.,2,6,6,,,,['-'],['-'],['-'],['-'],['-'],1.18
20.09.2023,Matsumura R.,2,6,5,7^7,,,['-'],['-'],['-'],['-'],['-'],1.86
20.09.2023,Horie T.,1,0,7,6^3,,,['-'],['-'],['-'],['-'],['-'],1.85
ITF MEN - SINGLES :  M25 Sapporo (Japan),hard,header
08.09.2023,Matsumura R.,1,6,3,4,,,['-'],['-'],['-'],['-'],['-'],6.22
08.09.2023,Fukuda S.,2,4,6,6,,,['-'],['-'],['-'],['-'],['-'],1.10
07.09.2023,Matsumura R.,2,7^7,6,,,,['-'],['-'],['-'],['-'],['-'],5.84
07.09.2023,Ito T.,0,6^5,4,,,,['-'],['-'],['-'],['-'],['-'],1.11
06.09.2023,Matsumura R.,2,6,6,,,,['-'],['-'],['-'],['-'],['-'],1.33
06.09.2023,Saito S.,0,3,4,,,,['-'],['-'],['-'],['-'],['-'],3.10
ITF MEN - SINGLES :  M15 Caloundra 2 (Australia),hard,header
01.08.2023,Matsumura R.,1,3,6,3,,,['-'],['-'],['-'],['-'],['-'],2.43
01.08.2023,Nishiwaki K.,2,6,3,6,,,['-'],['-'],['-'],['-'],['-'],1.51
ITF MEN - SINGLES :  M15 Caloundra (Australia),hard,header
25.07.2023,Matsumura R.,1,3,6,5,,,['-'],['-'],['-'],['-'],['-'],2.63
25.07.2023,Braithwaite T.,2,6,4,7,,,['-'],['-'],['-'],['-'],['-'],1.44
ITF MEN - SINGLES :  M15 Karuizawa (Japan),clay,header
ITF MEN - SINGLES :  M15 Addis Ababa 2 (Ethiopia),clay,header
ITF MEN - SINGLES :  M15 Addis Ababa (Ethiopia),clay,header
ITF MEN - SINGLES :  M25 Loule (Portugal),hard,header
01.03.2023,Matsumura R.,0,1,2,,,,['-'],['-'],['-'],['-'],['-'],7.40
01.03.2023,Oliveira G.,2,6,6,,,,['-'],['-'],['-'],['-'],['-'],1.06
ITF MEN - SINGLES :  M25 Vila Real de Santo Antonio (Portugal),hard,header
09.02.2023,Matsumura R.,0,3,2,,,,['-'],['-'],['-'],['-'],['-'],2.60
09.02.2023,Beaupain S.,2,6,6,,,,['-'],['-'],['-'],['-'],['-'],1.45
ITF MEN - SINGLES :  M15 Bhilai (India),hard,header
26.11.2022,Matsumura R.,0,1,2,,,,['-'],['-'],['-'],['-'],['-'],7.40
26.11.2022,Orlov V.,2,6,6,,,,['-'],['-'],['-'],['-'],['-'],1.08
25.11.2022,Matsumura R.,2,6,7^7,,,,['-'],['-'],['-'],['-'],['-'],1.45
25.11.2022,Reddy R.,0,2,6^2,,,,['-'],['-'],['-'],['-'],['-'],2.69
24.11.2022,Matsumura R.,2,4,6,6,,,['-'],['-'],['-'],['-'],['-'],2.21
24.11.2022,Sinha N. K.,1,6,0,4,,,['-'],['-'],['-'],['-'],['-'],1.62
22.11.2022,Matsumura R.,2,6,6,,,,['-'],['-'],['-'],['-'],['-'],0
22.11.2022,Manik S.,0,2,1,,,,['-'],['-'],['-'],['-'],['-'],0
ITF MEN - SINGLES :  M25 Mumbai (India),hard,header
16.11.2022,Matsumura R.,0,0,0,,,,['-'],['-'],['-'],['-'],['-'],0
16.11.2022,Weber A.,2,6,6,,,,['-'],['-'],['-'],['-'],['-'],0
ITF MEN - SINGLES :  M25 Indore (India),hard,header
09.11.2022,Matsumura R.,0,3,2,,,,['-'],['-'],['-'],['-'],['-'],1.84
09.11.2022,Vardhan V.,2,6,6,,,,['-'],['-'],['-'],['-'],['-'],1.89
ITF MEN - SINGLES :  M25 Kashiwa (Japan),hard,header
29.09.2022,Matsumura R.,0,3,2,,,,['-'],['-'],['-'],['-'],['-'],4.46
29.09.2022,Ochi M.,2,6,6,,,,['-'],['-'],['-'],['-'],['-'],1.18
28.09.2022,Matsumura R.,2,3,6,6,,,['-'],['-'],['-'],['-'],['-'],1.17
28.09.2022,Inoue G.,1,6,4,1,,,['-'],['-'],['-'],['-'],['-'],4.58
ITF MEN - SINGLES :  M25 Sapporo (Japan),hard,header
01.09.2022,Tanuma R.,0,2,,,,,['-'],['-'],['-'],['-'],['-'],0
01.09.2022,Matsumura R.,0,0,,,,,['-'],['-'],['-'],['-'],['-'],0
30.08.2022,Matsumura R.,2,6,6,,,,['-'],['-'],['-'],['-'],['-'],1.10
30.08.2022,Takada M.,0,1,1,,,,['-'],['-'],['-'],['-'],['-'],6.05
ITF MEN - SINGLES :  M15 Caloundra 2 (Australia),hard,header
29.07.2022,Matsumura R.,1,3,7^8,6^3,,,['-'],['-'],['-'],['-'],['-'],2.74
29.07.2022,Harper M.,2,6,6^6,7^7,,,['-'],['-'],['-'],['-'],['-'],1.46
28.07.2022,Fancutt T. J.,0,2,,,,,['-'],['-'],['-'],['-'],['-'],1.11
28.07.2022,Matsumura R.,0,5,,,,,['-'],['-'],['-'],['-'],['-'],6.15
27.07.2022,Matsumura R.,2,6,6,,,,['-'],['-'],['-'],['-'],['-'],1.27
27.07.2022,Gale C.,0,2,2,,,,['-'],['-'],['-'],['-'],['-'],3.66
ITF MEN - SINGLES :  M15 Caloundra (Australia),hard,header
23.07.2022,Matsumura R.,0,4,4,,,,['-'],['-'],['-'],['-'],['-'],3.78
23.07.2022,Fancutt T. J.,2,6,6,,,,['-'],['-'],['-'],['-'],['-'],1.26
