Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,45/54,27/26,17/25,1/3,-,-
2024,18/12,15/9,3/3,-,-,-
2023,0/1,-,0/1,-,-,-
2019,1/4,-,1/4,-,-,-
2018,19/14,10/5,9/9,-,-,-
2016,2/8,0/3,2/5,-,-,-
2015,4/12,1/6,2/3,1/3,-,-
2014,1/3,1/3,-,-,-,-
