Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,161/164,82/66,73/82,5/12,1/4,-
2024,20/20,7/9,12/9,1/2,-,-
2023,22/33,16/19,6/11,0/3,-,-
2022,25/25,12/9,10/13,3/3,-,-
2021,10/25,1/11,9/11,0/2,0/1,-
2020,6/14,0/3,5/10,1/1,-,-
2019,26/21,15/4,10/14,-,1/3,-
2018,34/15,19/5,15/9,0/1,-,-
2017,8/6,7/4,1/2,-,-,-
2016,10/5,5/2,5/3,-,-,-
