Date&Time,Name,Final Scores,Set1,Set2,Set3,Set4,Set5,Aces,Double Faults,1st Serve Percentage,1st Serve Points Won,2nd Serve Points Won,Break Points Saved,1st Return Points Won,2nd Return Points Won,Break Points Converted,Winners,Unforced Errors,Net Points Won,Max Points In Row,Service Points Won,Return Points Won,Total Points Won,Max Games In Row,Service Games Won,Return Games Won,Total Games Won,PBP(Set1),PBP(Set2),PBP(Set3),PBP(Set4),PBP(Set5),odds
06.08.,Jubb P.,2,,,,,,"['2', '3', '4', '3']",[],"['2', '1', '6', '5']",[],[],1.13
06.08.,Hudd E.,1,,,,,,"['2', '0']","['6', '4']","['3', '3']",[],[],5.20
08.07.,Singh D.,2,,,,,,"['1', '0', '5', '4']","['2', '1', '4', '1']",[],[],[],2.42
08.07.,Hudd E.,0,,,,,,"['1', '1']",[],[],[],[],1.51
03.07.,Alberti F.,2,,,,,,"['2', '0', '5', '3', '6', '4']","['4', '2', '6', '2']",[],[],[],3.54
03.07.,Hudd E.,0,,,,,,"['1', '2', '4', '5']",[],[],[],[],1.26
01.07.,Hudd E.,2,,,,,,"['1', '0', '3', '2']","['1', '0', '5', '2']",[],[],[],1.04
01.07.,Bothma J.,0,,,,,,"['1', '1']",[],[],[],[],8.30
22.02.,Bonding O.,2,,,,,,"['4', '4']","['1', '0', '5', '2']",[],[],[],2.73
22.02.,Hudd E.,0,,,,,,"['3', '2']",[],[],[],[],1.41
21.02.,Hudd E.,1,,,,,,"['5', '5']",[],[],[],[],1.39
21.02.,Butulija B.,0,,,,,,"['3', '2']",[],[],[],[],2.81
20.02.,Hudd E.,2,,,,,,"['1', '1', '6', '4']","['4', '2']",[],[],[],1.08
20.02.,Larue L.,0,,,,,,"['1', '0']",[],[],[],[],6.30
18.02.,Hudd E.,2,,,,,,"['5', '3']","['2', '1', '3', '2']",[],[],[],1.34
18.02.,Raquillet L.,0,,,,,,[],"['2', '2']",[],[],[],3.04
12.02.,Tammaro M.,2,,,,,,"['4', '3', '6', '3']","['3', '3', '5', '3']",[],[],[],4.48
12.02.,Hudd E.,0,,,,,,[],"['3', '2']",[],[],[],1.17
29.01.,Novak D.,2,,,,,,[],"['2', '0', '5', '5', '7', '5']","['3', '3']",[],[],1.24
29.01.,Hudd E.,1,,,,,,"['2', '0', '4', '0']","['2', '3', '4', '3']","['2', '1']",[],[],3.72
01.01.,Park S.,2,,,,,,"['2', '0', '3', '1', '5', '1']","['3', '2', '5', '2']",[],[],[],4.95
01.01.,Hudd E.,0,,,,,,"['1', '2']",[],[],[],[],1.14
26.12.2024,Castelnuovo L.,2,,,,,,"['5', '4']","['4', '5']","['3', '2', '5', '2']",[],[],2.81
26.12.2024,Hudd E.,1,,,,,,[],"['3', '1', '6', '4']",[],[],[],1.39
25.12.2024,Hudd E.,2,,,,,,"['4', '3', '5', '4']","['1', '0', '5', '4']",[],[],[],1.44
25.12.2024,Bittoun C.,0,,,,,,"['4', '4']","['1', '1']",[],[],[],2.62
17.12.2024,Muhamad Rifqi F.,2,,,,,,"['5', '3']","['6', '5']",[],[],[],2.89
17.12.2024,Hudd E.,0,,,,,,[],[],[],[],[],1.37
28.11.2024,Hudd E.,2,,,,,,"['2', '1', '5', '2']","['1', '0', '3', '0', '5', '0']",[],[],[],1.41
28.11.2024,Ochi M.,0,,,,,,[],[],[],[],[],2.75
27.11.2024,Hudd E.,2,,,,,,"['1', '1', '4', '2', '5', '3']",[],"['4', '4']",[],[],1.21
27.11.2024,Pearson K.,1,,,,,,"['1', '0', '3', '4']","['2', '0', '5', '1']","['1', '0']",[],[],4.04
23.11.2024,Mochizuki Y.,2,,,,,,[],[],[],[],[],1.85
23.11.2024,Hudd E.,0,,,,,,[],[],[],[],[],1.85
21.11.2024,Hudd E.,2,,,,,,"['1', '0', '3', '2', '5', '4']","['1', '0', '4', '5']",[],[],[],1.30
21.11.2024,Charlton J.,0,,,,,,"['2', '2', '3', '3']","['1', '1', '5', '3']",[],[],[],3.47
13.11.2024,Sinclair C.,2,,,,,,"['3', '1', '4', '2', '7', '5']","['6', '6']",[],[],[],2.18
13.11.2024,Hudd E.,0,,,,,,"['2', '3', '4', '5']","['6', '5']",[],[],[],1.62
01.11.2024,Hijikata R.,2,,,,,,4,1,62%,66% (21/32),60% (12/20),67% (2/3),50% (20/40),57% (8/14),45% (5/11),63% (33/52),52% (28/54),58% (61/106),5,0,88% (7/8),63% (5/8),75% (12/16),"['2', '1', '4', '3', '6', '3']","['2', '0', '4', '0']",[],[],[],1.11
01.11.2024,Hudd E.,0,,,,,,0,2,74%,50% (20/40),43% (6/14),55% (6/11),34% (11/32),40% (8/20),33% (1/3),48% (26/54),37% (19/52),42% (45/106),5,1,38% (3/8),13% (1/8),25% (4/16),"['3', '3']",[],[],[],[],5.87
31.10.2024,Hudd E.,2,,,,,,2,6,64%,74% (45/61),51% (18/35),63% (5/8),37% (28/75),53% (18/34),55% (6/11),66% (63/96),42% (46/109),53% (109/205),8,0,81% (13/16),38% (6/16),59% (19/32),"['3', '4', '6', '5']","['5', '5', '7', '5']","['2', '0', '6', '2']",[],[],2.19
31.10.2024,Dellavedova M.,1,,,,,,4,3,69%,63% (47/75),47% (16/34),45% (5/11),26% (16/61),49% (17/35),38% (3/8),58% (63/109),34% (33/96),47% (96/205),2,0,63% (10/16),19% (3/16),41% (13/32),"['2', '0', '6', '6']","['5', '4']",[],[],[],1.63
29.10.2024,Hudd E.,2,,,,,,5,4,77%,72% (31/43),38% (5/13),75% (3/4),48% (14/29),61% (11/18),71% (5/7),64% (36/56),53% (25/47),59% (61/103),8,0,88% (7/8),63% (5/8),75% (12/16),"['1', '0', '3', '0', '5', '2']","['2', '1', '5', '2']",[],[],[],-
29.10.2024,Sweeny D.,0,,,,,,0,5,62%,52% (15/29),39% (7/18),29% (2/7),28% (12/43),62% (8/13),25% (1/4),47% (22/47),36% (20/56),41% (42/103),2,0,38% (3/8),13% (1/8),25% (4/16),"['2', '4']",[],[],[],[],-
27.10.2024,Mochizuki Y.,2,,,,,,1,2,59%,64% (25/39),67% (18/27),83% (5/6),26% (8/31),59% (17/29),57% (4/7),65% (43/66),42% (25/60),54% (68/126),7,0,90% (9/10),40% (4/10),65% (13/20),"['2', '0', '6', '2']","['2', '0', '7', '5']",[],[],[],2.19
27.10.2024,Hudd E.,0,,,,,,6,4,52%,74% (23/31),41% (12/29),43% (3/7),36% (14/39),33% (9/27),17% (1/6),58% (35/60),35% (23/66),46% (58/126),3,2,60% (6/10),10% (1/10),35% (7/20),[],"['4', '5']",[],[],[],1.63
26.10.2024,Hudd E.,2,,,,,,2,6,60%,66% (21/32),57% (12/21),60% (3/5),48% (21/44),73% (16/22),50% (6/12),62% (33/53),56% (37/66),59% (70/119),7,0,75% (6/8),75% (6/8),75% (12/16),"['1', '0', '3', '2', '6', '3']","['2', '0', '4', '0', '5', '1']",[],[],[],1.04
26.10.2024,Host T.,0,,,,,,1,2,67%,52% (23/44),27% (6/22),50% (6/12),34% (11/32),43% (9/21),40% (2/5),44% (29/66),38% (20/53),41% (49/119),3,0,25% (2/8),25% (2/8),25% (4/16),"['1', '1']","['1', '4']",[],[],[],8.90
22.10.2024,Hijikata R.,2,,,,,,3,7,57%,72% (39/54),49% (20/41),50% (3/6),30% (17/56),68% (27/40),25% (3/12),62% (59/95),46% (44/96),54% (103/191),8,0,75% (9/12),25% (3/12),50% (12/24),"['5', '5']","['1', '2', '4', '3']",[],[],[],1.06
22.10.2024,Hudd E.,0,,,,,,12,9,58%,70% (39/56),33% (13/40),75% (9/12),28% (15/54),51% (21/41),50% (3/6),54% (52/96),38% (36/95),46% (88/191),2,1,75% (9/12),25% (3/12),50% (12/24),"['3', '2']","['2', '0', '4', '4']",[],[],[],7.65
