Date&Time,Name,Final Scores,Set1,Set2,Set3,Set4,Set5,Aces,Double Faults,1st Serve Percentage,1st Serve Points Won,2nd Serve Points Won,Break Points Saved,1st Return Points Won,2nd Return Points Won,Break Points Converted,Winners,Unforced Errors,Net Points Won,Max Points In Row,Service Points Won,Return Points Won,Total Points Won,Max Games In Row,Service Games Won,Return Games Won,Total Games Won,PBP(Set1),PBP(Set2),PBP(Set3),PBP(Set4),PBP(Set5),odds
06.08.,Jubb P.,2,,,,,,"['2', '3', '4', '3']",[],"['2', '1', '6', '5']",[],[],1.13
20.10.2024,Hudd E.,2,,,,,,5,6,53%,67% (31/46),59% (24/41),60% (3/5),26% (11/43),51% (18/35),43% (3/7),63% (55/87),37% (29/78),51% (84/165),8,0,83% (10/12),25% (3/12),54% (13/24),"['5', '5']","['3', '2', '6', '5']",[],[],[],1.18
20.10.2024,Hewitt C.,0,,,,,,1,7,55%,74% (32/43),49% (17/35),57% (4/7),33% (15/46),41% (17/41),40% (2/5),63% (49/78),37% (32/87),49% (81/165),2,0,75% (9/12),17% (2/12),46% (11/24),"['4', '3']","['4', '4']",[],[],[],4.46
19.10.2024,Hudd E.,2,,,,,,3,4,60%,66% (29/44),52% (15/29),57% (4/7),40% (21/53),51% (18/35),42% (5/12),60% (44/73),44% (39/88),52% (83/161),8,0,77% (10/13),36% (5/14),56% (15/27),"['2', '1']","['6', '4']","['2', '2', '4', '2', '6', '2']",[],[],1.27
19.10.2024,Matsuoka H.,1,,,,,,6,2,60%,60% (32/53),49% (17/35),58% (7/12),34% (15/44),48% (14/29),43% (3/7),56% (49/88),40% (29/73),48% (78/161),2,0,64% (9/14),23% (3/13),44% (12/27),"['3', '3', '5', '3']",[],"['2', '1']",[],[],3.54
12.10.2024,Dellavedova M.,2,,,,,,"['2', '2', '4', '2']","['2', '1', '4', '1', '6', '1']",[],[],[],2.75
12.10.2024,Hudd E.,0,,,,,,"['2', '1']",[],[],[],[],1.41
10.10.2024,Hudd E.,2,,,,,,"['1', '0', '4', '1', '6', '1']","['2', '0', '4', '0', '6', '0']",[],[],[],1.24
10.10.2024,Pascual Ferra R.,0,,,,,,[],[],[],[],[],3.72
09.10.2024,Hudd E.,2,,,,,,"['2', '1', '6', '3']","['2', '0', '3', '1', '6', '2']",[],[],[],1.31
09.10.2024,Cordoba C.,0,,,,,,[],"['1', '2']",[],[],[],3.20
29.08.2024,Hudd E.,1,,,,,,"['3', '1', '6', '2']","['2', '2']",[],[],[],1.07
29.08.2024,Kis Balazs R.,0,,,,,,[],"['2', '1']",[],[],[],7.28
28.08.2024,Hudd E.,2,,,,,,"['1', '0']","['7', '5']",[],[],[],1.06
28.08.2024,Jilly A.,0,,,,,,"['1', '1']",[],[],[],[],7.90
13.08.2024,Imamura M.,2,,,,,,"['4', '2', '6', '4']","['2', '0']",[],[],[],1.75
13.08.2024,Hudd E.,0,,,,,,"['3', '4']",[],[],[],[],1.98
09.08.2024,McCabe J.,2,,,,,,"['4', '4', '6', '6']","['1', '0', '3', '0']",[],[],[],1.48
09.08.2024,Hudd E.,0,,,,,,"['2', '1', '6', '5']",[],[],[],[],2.53
08.08.2024,Hudd E.,2,,,,,,"['2', '1', '5', '4']","['2', '3', '4', '3']",[],[],[],3.34
08.08.2024,Edmund K.,0,,,,,,"['4', '4']","['3', '1']",[],[],[],1.30
