Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,87/51,9/5,51/33,12/8,6/2,9/3
2024,27/18,6/3,18/13,3/2,-,-
2023,31/17,2/1,21/12,2/2,6/2,-
2022,17/7,1/1,3/2,4/1,-,9/3
2021,6/4,-,6/4,-,-,-
2019,2/1,-,2/1,-,-,-
2018,2/3,-,1/1,1/2,-,-
2017,2/1,-,-,2/1,-,-
