Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,247/207,190/140,26/19,29/41,2/7,-
2024,29/15,20/9,6/3,3/2,0/1,-
2023,23/35,19/20,0/3,2/8,2/4,-
2022,46/33,36/26,9/4,1/2,0/1,-
2021,46/19,40/13,6/3,0/3,-,-
2019,4/12,3/6,0/3,1/3,-,-
2018,46/29,39/20,2/1,5/7,0/1,-
2017,26/22,18/16,-,8/6,-,-
2016,16/22,8/15,3/2,5/5,-,-
2015,9/14,6/10,-,3/4,-,-
2014,2/5,1/4,-,1/1,-,-
2013,0/1,0/1,-,-,-,-
