Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,411/302,54/74,236/121,113/98,8/9,-
2024,30/25,2/8,23/13,2/2,3/2,-
2023,28/36,7/10,15/8,5/14,1/4,-
2022,35/35,9/10,21/14,1/8,4/3,-
2021,43/28,9/8,22/9,12/11,-,-
2020,30/20,5/9,18/6,7/5,-,-
2019,60/30,4/6,35/12,21/12,-,-
2018,32/29,9/9,16/10,7/10,-,-
2017,38/24,-,23/15,15/9,-,-
2016,47/25,3/4,21/8,23/13,-,-
2015,35/27,5/6,23/15,7/6,-,-
2014,28/17,0/1,19/11,9/5,-,-
2013,5/6,1/3,-,4/3,-,-
