Date&Time,Name,Final Scores,Set1,Set2,Set3,Set4,Set5,Aces,Double Faults,1st Serve Percentage,1st Serve Points Won,2nd Serve Points Won,Break Points Saved,1st Return Points Won,2nd Return Points Won,Break Points Converted,Winners,Unforced Errors,Net Points Won,Max Points In Row,Service Points Won,Return Points Won,Total Points Won,Max Games In Row,Service Games Won,Return Games Won,Total Games Won,PBP(Set1),PBP(Set2),PBP(Set3),PBP(Set4),PBP(Set5),odds
17.10.2024,Curras Abasolo T.,2,,,,,,"['2', '0', '3', '1', '4', '2', '6', '4']",[],"['2', '0', '5', '3', '6', '4']",[],[],1.71
17.10.2024,Lopez N.,1,,,,,,"['1', '2', '2', '3', '4', '5']","['1', '0', '3', '0', '5', '0']","['3', '4', '4', '5']",[],[],2.01
09.10.2024,Ferreira Silva F.,2,,,,,,"['1', '0', '5', '2']","['1', '0', '5', '2']",[],[],[],1.11
09.10.2024,Lopez N.,0,,,,,,[],"['3', '5']",[],[],[],5.63
05.09.2024,Pontjodikromo S.,2,,,,,,"['3', '1', '5', '1']","['3', '2', '5', '2']",[],[],[],1.26
05.09.2024,Lopez N.,0,,,,,,[],[],[],[],[],3.59
27.08.2024,Ruehl T.,2,,,,,,"['4', '4', '6', '4']",[],"['2', '0']",[],[],1.72
27.08.2024,Lopez N.,1,,,,,,"['4', '3']","['1', '0', '5', '2']",[],[],[],2.02
15.08.2024,Sharipov M.,2,,,,,,"['2', '3', '5', '4']","['1', '0', '4', '1', '6', '1']",[],[],[],-
15.08.2024,Lopez N.,0,,,,,,"['3', '1']",[],[],[],[],-
13.08.2024,Lopez N.,2,,,,,,"['1', '0', '2', '1', '5', '2']","['1', '0', '3', '0', '6', '1']",[],[],[],1.39
13.08.2024,Gaillard T.,0,,,,,,"['1', '1', '3', '5']",[],[],[],[],2.83
21.07.2024,Oberleitner N.,2,,,,,,4,4,62%,87% (27/31),68% (13/19),0% (0/0),42% (13/31),29% (7/24),40% (2/5),80% (40/50),36% (20/55),57% (60/105),5,0,100% (10/10),22% (2/9),63% (12/19),"['3', '1']","['2', '1']",[],[],[],1.08
