Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,27/28,7/9,17/13,3/6,-,-
2024,12/7,2/4,9/2,1/1,-,-
2023,5/11,0/3,4/7,1/1,-,-
2022,8/6,4/1,3/3,1/2,-,-
2021,2/4,1/1,1/1,0/2,-,-
