Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,165/129,51/48,105/74,7/6,-,2/1
2024,13/9,-,8/7,5/2,-,-
2023,18/21,2/2,13/17,1/1,-,2/1
2022,40/24,4/2,35/19,1/3,-,-
2021,36/20,2/2,34/18,-,-,-
2020,16/10,12/6,4/4,-,-,-
2019,17/19,15/16,2/3,-,-,-
2018,16/16,7/10,9/6,-,-,-
2017,9/10,9/10,-,-,-,-
