Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,84/89,0/1,82/88,-,-,2/0
2024,5/10,-,5/10,-,-,-
2023,11/9,-,11/9,-,-,-
2022,11/10,-,11/10,-,-,-
2020,3/1,-,1/1,-,-,2/0
2019,18/16,-,18/16,-,-,-
2018,14/14,-,14/14,-,-,-
2017,18/19,0/1,18/18,-,-,-
2016,1/5,-,1/5,-,-,-
2015,3/3,-,3/3,-,-,-
2014,0/2,-,0/2,-,-,-
