Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,83/50,69/43,8/3,-,-,6/4
2024,21/9,13/6,8/3,-,-,-
2023,21/15,15/11,-,-,-,6/4
2022,23/12,23/12,-,-,-,-
2021,15/11,15/11,-,-,-,-
2019,3/3,3/3,-,-,-,-
