28.05. 19:45,Mladenovic K.,0,4,4,,,,0,7,69%,56% (23/41),33% (6/18),44% (4/9),21% (7/34),65% (15/23),50% (3/6),15,19,56% (5/9),5,49% (29/59),39% (22/57),44% (51/116),3,50% (5/10),30% (3/10),40% (8/20),"['2', '2']","['2', '2', '3', '3']",[],[],[],4.36
CHALLENGER WOMEN - SINGLES :  Parma (Italy),clay,header
15.05. 21:10,Martic P.,1,3,6,2,,,4,2,68%,60% (30/50),67% (16/24),50% (3/6),32% (13/41),35% (7/20),75% (3/4),11,62% (46/74),33% (20/61),49% (66/135),7,73% (8/11),25% (3/12),48% (11/23),[],"['2', '0', '4', '0', '6', '0']",[],[],[],2.25
15.05. 21:10,Stearns P.,2,6,0,6,,,3,1,67%,68% (28/41),65% (13/20),25% (1/4),40% (20/50),33% (8/24),50% (3/6),7,67% (41/61),38% (28/74),51% (69/135),3,75% (9/12),27% (3/11),52% (12/23),"['5', '3']",[],"['2', '1', '5', '2']",[],[],1.66
14.05. 20:50,Martic P.,2,4,7^7,6,,,5,4,59%,62% (34/55),39% (15/38),40% (4/10),47% (30/64),53% (19/36),50% (7/14),8,53% (49/93),49% (49/100),51% (98/193),3,60% (9/15),47% (7/15),53% (16/30),"['2', '0']","['1', '1', '3', '3', '4', '4', '5', '5']","['2', '1', '5', '2']",[],[],1.30
14.05. 20:50,Lepchenko V.,1,6,6^3,2,,,5,4,64%,53% (34/64),47% (17/36),50% (7/14),38% (21/55),61% (23/38),60% (6/10),8,51% (51/100),47% (44/93),49% (95/193),4,53% (8/15),40% (6/15),47% (14/30),"['2', '3', '5', '4']","['1', '0', '3', '2', '4', '3', '5', '4']",[],[],[],3.37
WTA - SINGLES :  Rome (Italy),clay,header
08.05. 19:30,Martic P.,0,2,2,,,,0,2,55%,61% (17/28),22% (5/23),38% (3/8),26% (9/35),33% (3/9),100% (1/1),3,43% (22/51),27% (12/44),36% (34/95),1,38% (3/8),13% (1/8),25% (4/16),"['1', '1']",[],[],[],[],2.78
08.05. 19:30,Sherif M.,2,6,6,,,,0,1,80%,74% (26/35),67% (6/9),0% (0/1),39% (11/28),78% (18/23),63% (5/8),7,73% (32/44),57% (29/51),64% (61/95),5,88% (7/8),63% (5/8),75% (12/16),"['1', '0', '2', '1', '5', '2']","['1', '0', '4', '1']",[],[],[],1.46
WTA - SINGLES :  Charleston (USA),clay,header
01.04. 20:40,Martic P.,0,3,4,,,,1,3,55%,69% (20/29),54% (13/24),60% (3/5),15% (5/33),40% (10/25),0% (0/3),5,62% (33/53),26% (15/58),43% (48/111),1,78% (7/9),0% (0/10),37% (7/19),[],[],[],[],[],1.68
01.04. 20:40,Linette M.,2,6,6,,,,3,1,57%,85% (28/33),60% (15/25),100% (3/3),31% (9/29),46% (11/24),40% (2/5),10,74% (43/58),38% (20/53),57% (63/111),3,100% (10/10),22% (2/9),63% (12/19),"['4', '2']","['2', '1']",[],[],[],2.22
WTA - SINGLES :  Miami (USA),hard,header
20.03. 22:15,Martic P.,0,4,1,,,,3,3,52%,70% (19/27),24% (6/25),38% (3/8),34% (10/29),33% (7/21),40% (2/5),4,48% (25/52),34% (17/50),41% (42/102),2,38% (3/8),22% (2/9),29% (5/17),"['1', '0', '2', '3']",[],[],[],[],1.64
20.03. 22:15,Liu C.,2,6,6,,,,3,2,58%,66% (19/29),67% (14/21),60% (3/5),30% (8/27),76% (19/25),63% (5/8),6,66% (33/50),52% (27/52),59% (60/102),5,78% (7/9),63% (5/8),71% (12/17),"['1', '1', '3', '1', '6', '4']","['2', '0', '5', '1']",[],[],[],2.28
WTA - SINGLES :  Indian Wells (USA),hard,header
07.03. 00:40,Martic P.,0,3,4,,,,3,5,54%,62% (24/39),39% (13/33),64% (7/11),31% (14/45),53% (9/17),50% (2/4),6,51% (37/72),37% (23/62),45% (60/134),2,56% (5/9),20% (2/10),37% (7/19),"['1', '2']","['1', '1']",[],[],[],1.46
07.03. 00:40,Kerber A.,2,6,6,,,,1,5,73%,69% (31/45),47% (8/17),50% (2/4),38% (15/39),61% (20/33),36% (4/11),7,63% (39/62),49% (35/72),55% (74/134),3,80% (8/10),44% (4/9),63% (12/19),"['2', '0', '4', '2']","['1', '0', '3', '2']",[],[],[],2.78
WTA - SINGLES :  Dubai (United Arab Emirates),hard,header
20.02. 12:40,Martic P.,1,4,6,2,,,3,3,64%,69% (34/49),52% (14/27),40% (2/5),31% (15/48),40% (10/25),40% (2/5),8,63% (48/76),34% (25/73),49% (73/149),5,77% (10/13),17% (2/12),48% (12/25),[],"['2', '0', '4', '0']",[],[],[],1.99
20.02. 12:40,Frech M.,2,6,1,6,,,3,1,66%,69% (33/48),60% (15/25),60% (3/5),31% (15/49),48% (13/27),60% (3/5),6,66% (48/73),37% (28/76),51% (76/149),3,83% (10/12),23% (3/13),52% (13/25),"['1', '0']",[],"['3', '1', '6', '2']",[],[],1.84
19.02. 12:40,Martic P.,2,6,7^7,,,,6,1,55%,73% (30/41),62% (21/34),50% (1/2),31% (15/49),48% (12/25),50% (2/4),5,68% (51/75),36% (27/74),52% (78/149),3,91% (10/11),18% (2/11),55% (12/22),"['4', '3']","['1', '0']",[],[],[],1.44
19.02. 12:40,Dolehide C.,0,4,6^4,,,,4,3,66%,69% (34/49),52% (13/25),50% (2/4),27% (11/41),38% (13/34),50% (1/2),5,64% (47/74),32% (24/75),48% (71/149),2,82% (9/11),9% (1/11),45% (10/22),[],"['1', '1']",[],[],[],2.83
WTA - SINGLES :  Doha (Qatar),hard,header
13.02. 22:40,Martic P.,0,3,6^9,,,,4,1,69%,62% (33/53),50% (12/24),63% (5/8),22% (9/41),48% (14/29),50% (2/4),5,58% (45/77),33% (23/70),46% (68/147),3,70% (7/10),18% (2/11),43% (9/21),[],"['3', '3', '5', '5']",[],[],[],2.78
13.02. 22:40,Osaka N.,2,6,7^11,,,,7,4,59%,78% (32/41),52% (15/29),50% (2/4),38% (20/53),50% (12/24),38% (3/8),9,67% (47/70),42% (32/77),54% (79/147),3,82% (9/11),30% (3/10),57% (12/21),"['3', '1']","['3', '2', '4', '3']",[],[],[],1.46
12.02. 18:15,Martic P.,2,7,3,7^7,,,6,6,55%,76% (45/59),42% (20/48),50% (4/8),35% (28/80),55% (22/40),40% (4/10),7,61% (65/107),42% (50/120),51% (115/227),3,75% (12/16),24% (4/17),48% (16/33),"['6', '5']","['2', '1']","['3', '3', '5', '3']",[],[],1.63
12.02. 18:15,Rus A.,1,5,6,6^5,,,8,3,67%,65% (52/80),45% (18/40),60% (6/10),24% (14/59),58% (28/48),50% (4/8),6,58% (70/120),39% (42/107),49% (112/227),5,76% (13/17),25% (4/16),52% (17/33),[],"['3', '3', '5', '3']","['3', '2', '4', '5']",[],[],2.32
WTA - SINGLES :  Linz (Austria),hard,header
31.01. 21:00,Martic P.,1,6,3,5,,,10,2,64%,72% (42/58),38% (12/32),55% (6/11),35% (23/65),52% (17/33),67% (4/6),8,60% (54/90),41% (40/98),50% (94/188),2,67% (10/15),25% (4/16),45% (14/31),"['1', '0']","['2', '3']","['3', '3', '5', '5']",[],[],2.12
31.01. 21:00,Siniakova K.,2,4,6,7,,,2,1,66%,65% (42/65),48% (16/33),33% (2/6),28% (16/58),63% (20/32),45% (5/11),8,59% (58/98),40% (36/90),50% (94/188),3,75% (12/16),33% (5/15),55% (17/31),[],"['2', '0', '4', '2']","['2', '1', '4', '3', '6', '5']",[],[],1.74
WTA - SINGLES :  Australian Open (Australia),hard,header
16.01. 15:45,Martic P.,1,6^3,6,4,,,11,7,59%,69% (49/71),33% (16/49),50% (7/14),32% (23/71),62% (24/39),54% (7/13),39,58,68% (21/31),6,54% (65/120),43% (47/110),49% (112/230),3,56% (9/16),44% (7/16),50% (16/32),"['5', '5', '6', '6']","['1', '0', '3', '0', '4', '1']","['1', '0', '4', '1']",[],[],1.75
16.01. 15:45,Tomljanovic A.,2,7^7,4,6,,,7,10,65%,68% (48/71),38% (15/39),46% (6/13),31% (22/71),67% (33/49),50% (7/14),34,39,75% (15/20),7,57% (63/110),46% (55/120),51% (118/230),5,56% (9/16),44% (7/16),50% (16/32),"['4', '3', '6', '5']","['1', '3', '2', '4']","['2', '4', '4', '4', '6', '4']",[],[],2.08
WTA - SINGLES :  Auckland (New Zealand),hard,header
05.01. 04:45,Martic P.,0,4,3,,,,7,4,52%,59% (19/32),37% (11/30),55% (6/11),31% (15/48),75% (9/12),50% (3/6),5,48% (30/62),40% (24/60),44% (54/122),2,44% (4/9),30% (3/10),37% (7/19),"['1', '0', '2', '3']","['1', '4']",[],[],[],1.94
05.01. 04:45,Navarro E.,2,6,6,,,,2,1,80%,69% (33/48),25% (3/12),50% (3/6),41% (13/32),63% (19/30),45% (5/11),8,60% (36/60),52% (32/62),56% (68/122),6,70% (7/10),56% (5/9),63% (12/19),"['1', '1', '3', '1', '6', '4']","['2', '0', '4', '0']",[],[],[],1.88
04.01. 04:40,Martic P.,2,6,6,,,,6,4,56%,100% (22/22),59% (10/17),0% (0/0),49% (21/43),50% (8/16),44% (4/9),10,82% (32/39),49% (29/59),62% (61/98),7,100% (8/8),50% (4/8),75% (12/16),"['3', '2', '5', '2']","['1', '0', '5', '2']",[],[],[],1.74
04.01. 04:40,Yuan Y.,0,2,2,,,,2,1,73%,51% (22/43),50% (8/16),56% (5/9),0% (0/22),41% (7/17),0% (0/0),5,51% (30/59),18% (7/39),38% (37/98),1,50% (4/8),0% (0/8),25% (4/16),[],[],[],[],[],2.12
02.01. 05:40,Martic P.,2,3,6,6,,,5,2,64%,60% (30/50),71% (20/28),67% (4/6),38% (23/61),53% (18/34),33% (4/12),7,64% (50/78),43% (41/95),53% (91/173),4,85% (11/13),29% (4/14),56% (15/27),"['2', '3']","['2', '0']","['4', '3', '6', '3']",[],[],1.74
02.01. 05:40,Masarova R.,1,6,3,3,,,4,4,64%,62% (38/61),47% (16/34),67% (8/12),40% (20/50),29% (8/28),33% (2/6),8,57% (54/95),36% (28/78),47% (82/173),3,71% (10/14),15% (2/13),44% (12/27),"['2', '0', '5', '3']",[],[],[],[],2.12
WTA - SINGLES :  Zhengzhou (China),hard,header
12.10.2023,Martic P.,0,5,1,,,,3,3,67%,56% (24/43),43% (9/21),38% (3/8),8% (2/26),48% (10/21),50% (1/2),6,52% (33/64),26% (12/47),41% (45/111),3,50% (5/10),11% (1/9),32% (6/19),"['3', '3']",[],[],[],[],2.63
12.10.2023,Krejcikova B.,2,7,6,,,,3,2,55%,92% (24/26),52% (11/21),50% (1/2),44% (19/43),57% (12/21),63% (5/8),7,74% (35/47),48% (31/64),59% (66/111),5,89% (8/9),50% (5/10),68% (13/19),"['1', '0', '6', '5']","['1', '0', '4', '1', '6', '1']",[],[],[],1.50
10.10.2023,Martic P.,2,7^7,6,,,,7,4,50%,82% (27/33),55% (18/33),86% (6/7),46% (23/50),36% (5/14),38% (3/8),11,68% (45/66),44% (28/64),56% (73/130),5,90% (9/10),33% (3/9),63% (12/19),"['2', '1']","['3', '1', '5', '1']",[],[],[],2.02
10.10.2023,Linette M.,0,6^5,1,,,,3,2,78%,54% (27/50),64% (9/14),63% (5/8),18% (6/33),45% (15/33),14% (1/7),7,56% (36/64),32% (21/66),44% (57/130),3,67% (6/9),10% (1/10),37% (7/19),"['4', '4']",[],[],[],[],1.82
WTA - SINGLES :  Beijing (China),hard,header
03.10.2023,Martic P.,1,5,7,6^2,,,4,8,49%,67% (35/52),48% (26/54),25% (2/8),33% (27/81),59% (24/41),40% (6/15),5,58% (61/106),42% (51/122),49% (112/228),3,67% (12/18),33% (6/18),50% (18/36),[],"['1', '0', '2', '1', '4', '3', '6', '5']","['1', '0', '5', '4']",[],[],7.10
03.10.2023,Gauff C.,2,7,5,7^7,,,5,7,66%,67% (54/81),41% (17/41),60% (9/15),33% (17/52),52% (28/54),75% (6/8),5,58% (71/122),42% (45/106),51% (117/228),2,67% (12/18),33% (6/18),50% (18/36),"['7', '5']","['1', '1', '3', '3', '5', '5']","['1', '1', '5', '5']",[],[],1.10
30.09.2023,Martic P.,2,6,2,7^7,,,9,6,60%,74% (39/53),43% (15/35),50% (4/8),35% (24/69),54% (26/48),36% (4/11),6,61% (54/88),43% (50/117),51% (104/205),5,71% (10/14),29% (4/14),50% (14/28),"['3', '2', '5', '2']",[],"['1', '0', '5', '4']",[],[],2.78
30.09.2023,Cirstea S.,1,2,6,6^3,,,2,4,59%,65% (45/69),46% (22/48),64% (7/11),26% (14/53),57% (20/35),50% (4/8),11,57% (67/117),39% (34/88),49% (101/205),4,71% (10/14),29% (4/14),50% (14/28),[],"['4', '2', '6', '2']","['3', '3', '5', '5']",[],[],1.46
WTA - SINGLES :  Tokyo (Japan),hard,header
26.09.2023,Martic P.,0,5,2,,,,7,8,50%,67% (24/36),44% (16/36),56% (5/9),18% (6/34),31% (5/16),25% (1/4),7,56% (41/73),22% (11/50),42% (52/123),3,60% (6/10),10% (1/10),35% (7/20),"['3', '4']",[],[],[],[],1.15
26.09.2023,Doi M.,2,7,6,,,,1,0,68%,82% (28/34),69% (11/16),75% (3/4),33% (12/36),56% (20/36),44% (4/9),8,78% (39/50),44% (32/73),58% (71/123),3,90% (9/10),40% (4/10),65% (13/20),"['2', '0', '7', '5']","['3', '1', '6', '2']",[],[],[],5.60
WTA - SINGLES :  US Open (USA),hard,header
01.09.2023,Martic P.,0,1,2,,,,2,5,56%,44% (12/27),38% (8/21),44% (4/9),29% (10/35),43% (9/21),14% (1/7),19,28,48% (13/27),5,42% (20/48),34% (19/56),38% (39/104),1,29% (2/7),13% (1/8),20% (3/15),2052,"['1', '4']",[],[],[],[],2.15
01.09.2023,Bouzkova M.,2,6,6,,,,1,1,63%,71% (25/35),57% (12/21),86% (6/7),56% (15/27),62% (13/21),56% (5/9),19,12,79% (15/19),10,66% (37/56),58% (28/48),63% (65/104),4,88% (7/8),71% (5/7),80% (12/15),1904,"['2', '0', '4', '0', '5', '1']","['1', '0', '4', '1']",[],[],[],1.71
