Date&Time,Name,Final Scores,Set1,Set2,Set3,Set4,Set5,Aces,Double Faults,1st Serve Percentage,1st Serve Points Won,2nd Serve Points Won,Break Points Saved,1st Return Points Won,2nd Return Points Won,Break Points Converted,Winners,Unforced Errors,Net Points Won,Max Points In Row,Service Points Won,Return Points Won,Total Points Won,Max Games In Row,Service Games Won,Return Games Won,Total Games Won,PBP(Set1),PBP(Set2),PBP(Set3),PBP(Set4),PBP(Set5),odds
ATP - SINGLES :  Beijing (China),hard,header
27.09. 08:35,Cerundolo F.,2,7^7,6,,,,7,5,63%,70% (39/56),45% (15/33),71% (5/7),44% (12/27),59% (17/29),57% (4/7),19,32,67% (4/6),8,61% (54/89),52% (29/56),57% (83/145),4,80% (8/10),44% (4/9),63% (12/19),"['2', '1', '6', '5']","['2', '0', '5', '1']",[],[],[],2.02
27.09. 08:35,Mensik J.,0,6^4,1,,,,1,5,48%,56% (15/27),41% (12/29),43% (3/7),30% (17/56),55% (18/33),29% (2/7),11,39,55% (6/11),5,48% (27/56),39% (35/89),43% (62/145),2,56% (5/9),20% (2/10),37% (7/19),"['2', '2', '6', '6']",[],[],[],[],1.82
ATP - SINGLES :  Laver Cup (World),hard,header
20.09. 16:50,Cerundolo F.,2,6,6,,,,3,5,58%,70% (30/43),52% (16/31),75% (3/4),26% (10/39),64% (9/14),75% (3/4),19,23,6,62% (46/74),36% (19/53),51% (65/127),3,90% (9/10),30% (3/10),60% (12/20),"['4', '3']","['1', '0', '5', '2']",[],[],[],2.53
20.09. 16:50,Ruud C.,0,4,4,,,,3,2,74%,74% (29/39),36% (5/14),25% (1/4),30% (13/43),48% (15/31),25% (1/4),14,22,5,64% (34/53),38% (28/74),49% (62/127),2,70% (7/10),10% (1/10),40% (8/20),[],"['3', '5']",[],[],[],1.54
ATP - SINGLES :  Davis Cup - World Group (World),-,header
14.09. 20:10,Cerundolo F.,2,6^4,6,6,,,1,3,62%,84% (41/49),63% (19/30),100% (4/4),33% (17/51),63% (19/30),45% (5/11),19,23,75% (6/8),14,76% (60/79),44% (36/81),60% (96/160),9,100% (13/13),42% (5/12),72% (18/25),[],"['2', '0', '5', '1']","['1', '0', '3', '0', '5', '0']",[],[],1.45
14.09. 20:10,Virtanen O.,1,7^7,1,0,,,11,6,63%,67% (34/51),37% (11/30),55% (6/11),16% (8/49),37% (11/30),0% (0/4),24,41,40% (6/15),5,56% (45/81),24% (19/79),40% (64/160),1,58% (7/12),0% (0/13),28% (7/25),[],[],[],[],[],2.66
13.09. 20:20,Cerundolo F.,2,7^7,7,,,,7,3,68%,66% (43/65),52% (16/31),80% (8/10),30% (13/43),48% (13/27),75% (3/4),32,39,0% (0/0),7,61% (59/96),38% (27/71),51% (86/167),3,83% (10/12),25% (3/12),54% (13/24),"['2', '1']","['1', '1', '7', '5']",[],[],[],3.50
13.09. 20:20,Draper J.,0,6^4,5,,,,7,0,61%,70% (30/43),52% (14/27),25% (1/4),34% (22/65),48% (15/31),20% (2/10),14,23,0% (0/0),12,62% (44/71),39% (37/96),49% (81/167),3,75% (9/12),17% (2/12),46% (11/24),"['5', '5']","['1', '0']",[],[],[],1.28
10.09. 17:45,Cerundolo F.,0,5,3,,,,0,2,73%,59% (24/41),33% (5/15),0% (0/4),27% (12/44),44% (12/27),33% (2/6),7,51,0% (0/0),6,53% (29/55),36% (26/72),43% (54/127),2,60% (6/10),18% (2/11),38% (8/21),"['3', '4']","['1', '4']",[],[],[],2.10
10.09. 17:45,Shapovalov D.,2,7,6,,,,6,4,62%,73% (32/44),52% (14/27),67% (4/6),44% (18/41),60% (9/15),100% (4/4),19,46,0% (0/1),10,64% (46/72),47% (26/55),57% (73/127),6,82% (9/11),40% (4/10),62% (13/21),"['4', '2', '7', '5']","['2', '0', '4', '0']",[],[],[],1.74
ATP - SINGLES :  US Open (USA),hard,header
28.08. 20:40,Cerundolo F.,2,3,6,4,6,3,9,5,55%,70% (60/86),52% (36/69),69% (11/16),20% (17/85),56% (29/52),71% (5/7),36,64,54% (13/24),6,62% (96/155),34% (46/137),49% (142/292),4,77% (17/22),22% (5/23),49% (22/45),4670,[],"['2', '2', '6', '4']",[],"['2', '0', '5', '1']","['1', '0']",2.02
28.08. 20:40,Etcheverry T. M.,3,6,4,6,1,6,23,5,62%,80% (68/85),44% (23/52),29% (2/7),30% (26/86),48% (33/69),31% (5/16),42,62,63% (15/24),7,66% (91/137),38% (59/155),51% (150/292),4,78% (18/23),23% (5/22),51% (23/45),4721,"['5', '3']","['2', '1']","['3', '2']",[],"['1', '1', '3', '1']",1.82
27.08. 00:55,Cerundolo F.,3,5,6,6,6,,5,11,56%,74% (48/65),55% (28/51),50% (3/6),30% (20/67),55% (31/56),55% (6/11),17,41,40% (2/5),9,66% (76/116),41% (51/123),53% (127/239),5,85% (17/20),30% (6/20),58% (23/40),"['3', '4']","['2', '3', '4', '3']","['3', '2']","['1', '0', '5', '2']",[],1.36
27.08. 00:55,Ofner S.,1,7,4,4,2,,12,9,54%,70% (47/67),45% (25/56),45% (5/11),26% (17/65),45% (23/51),50% (3/6),35,70,57% (12/21),5,59% (72/123),34% (40/116),47% (112/239),5,70% (14/20),15% (3/20),43% (17/40),"['2', '0', '7', '5']","['2', '0']",[],[],[],3.19
ATP - SINGLES :  Winston-Salem (USA),hard,header
20.08. 23:40,Cerundolo F.,0,4,4,,,,1,5,51%,71% (24/34),48% (16/33),63% (5/8),26% (12/46),39% (9/23),13% (1/8),22,30,69% (11/16),6,60% (40/67),30% (21/69),45% (61/136),2,70% (7/10),10% (1/10),40% (8/20),"['3', '4']",[],[],[],[],1.42
20.08. 23:40,Svajda Z.,2,6,6,,,,2,0,67%,74% (34/46),61% (14/23),88% (7/8),29% (10/34),52% (17/33),38% (3/8),13,12,67% (6/9),5,70% (48/69),40% (27/67),55% (75/136),3,90% (9/10),30% (3/10),60% (12/20),"['4', '2', '6', '4']","['6', '4']",[],[],[],2.92
ATP - SINGLES :  Cincinnati (USA),hard,header
13.08. 05:20,Cerundolo F.,0,0,3,,,,2,3,63%,63% (19/30),17% (3/18),29% (2/7),23% (7/31),47% (8/17),0% (0/2),9,18,63% (5/8),4,46% (22/48),30% (14/46),38% (36/94),1,38% (3/8),0% (0/7),20% (3/15),[],[],[],[],[],2.43
13.08. 05:20,Khachanov K.,2,6,6,,,,9,3,65%,77% (24/31),53% (9/17),100% (2/2),37% (11/30),83% (15/18),71% (5/7),16,8,57% (4/7),8,70% (32/46),54% (26/48),62% (58/94),6,100% (7/7),63% (5/8),80% (12/15),"['1', '0', '3', '0', '5', '0']","['2', '1', '6', '3']",[],[],[],1.57
ATP - SINGLES :  Olympic Games (World),clay,header
31.07. 21:50,Cerundolo F.,0,3,4,,,,4,1,73%,66% (25/38),57% (8/14),50% (2/4),21% (9/43),37% (7/19),0% (0/3),9,13,75% (3/4),5,63% (33/52),26% (16/62),43% (49/114),1,78% (7/9),0% (0/10),37% (7/19),[],[],[],[],[],2.31
31.07. 21:50,Ruud C.,2,6,6,,,,3,4,69%,79% (34/43),63% (12/19),100% (3/3),34% (13/38),43% (6/14),50% (2/4),22,24,80% (16/20),6,74% (46/62),37% (19/52),57% (65/114),3,100% (10/10),22% (2/9),63% (12/19),"['5', '3']","['3', '2']",[],[],[],1.63
