Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,303/222,66/38,226/165,9/17,2/2,-
2024,13/18,0/1,9/13,2/2,2/2,-
2023,30/27,4/2,26/25,-,-,-
2022,33/24,0/2,33/21,0/1,-,-
2021,17/17,-,17/17,-,-,-
2020,5/3,-,5/3,-,-,-
2019,37/30,10/5,26/22,1/3,-,-
2018,37/26,3/1,34/23,0/2,-,-
2017,39/25,21/13,15/10,3/2,-,-
2016,47/28,10/9,37/17,0/2,-,-
2015,42/22,18/5,22/13,2/4,-,-
2014,3/2,-,2/1,1/1,-,-
