Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,124/46,46/17,56/21,22/8,-,-
2024,39/16,20/9,7/4,12/3,-,-
2023,51/18,19/5,24/9,8/4,-,-
2022,29/6,7/1,22/5,-,-,-
2021,5/6,0/2,3/3,2/1,-,-
