Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,118/149,100/121,9/9,8/16,-,1/3
2024,21/17,19/13,1/1,-,-,1/3
2023,6/10,6/9,-,0/1,-,-
2022,11/26,7/23,4/2,0/1,-,-
2021,18/23,18/22,-,0/1,-,-
2020,11/28,10/26,-,1/2,-,-
2019,20/17,17/12,0/1,3/4,-,-
2018,21/17,16/11,4/4,1/2,-,-
2017,7/6,6/4,-,1/2,-,-
2016,1/2,1/1,-,0/1,-,-
2015,2/2,-,-,2/2,-,-
2014,0/1,-,0/1,-,-,-
