Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,45/43,36/33,9/10,-,-,-
2024,15/16,15/14,0/2,-,-,-
2023,20/13,11/8,9/5,-,-,-
2021,10/14,10/11,0/3,-,-,-
