Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,19/110,11/54,8/39,0/17,-,-
2024,5/20,3/12,2/5,0/3,-,-
2023,2/19,0/8,2/9,0/2,-,-
2022,8/23,4/6,4/14,0/3,-,-
2021,2/17,2/9,0/6,0/2,-,-
2020,1/9,1/6,0/3,-,-,-
2019,1/9,1/3,0/2,0/4,-,-
2018,0/6,0/5,-,0/1,-,-
2017,0/3,0/1,-,0/2,-,-
2016,0/4,0/4,-,-,-,-
