06.10.2023,Rottgering M.,0,5,4,,,,['-'],['-'],['-'],['-'],['-'],0
06.10.2023,Parker S.,2,7,6,,,,['-'],['-'],['-'],['-'],['-'],0
05.10.2023,Rottgering M.,2,6,6,,,,['-'],['-'],['-'],['-'],['-'],1.45
05.10.2023,Zakaria F.,0,4,1,,,,['-'],['-'],['-'],['-'],['-'],2.60
04.10.2023,Rottgering M.,2,3,7,7,,,['-'],['-'],['-'],['-'],['-'],2.89
04.10.2023,Purtseladze S.,1,6,5,5,,,['-'],['-'],['-'],['-'],['-'],1.37
ITF MEN - SINGLES :  M15 Sharm ElSheikh 11 (Egypt),hard,header
28.09.2023,Rottgering M.,1,2,7,6^2,,,['-'],['-'],['-'],['-'],['-'],0
28.09.2023,Dzhavakian Y.,2,6,5,7^7,,,['-'],['-'],['-'],['-'],['-'],0
27.09.2023,Rottgering M.,2,6,6,,,,['-'],['-'],['-'],['-'],['-'],1.24
27.09.2023,Mossur M.,0,4,2,,,,['-'],['-'],['-'],['-'],['-'],3.73
BOYS - SINGLES :  US Open (USA),hard,header
ITF MEN - SINGLES :  M15 Eindhoven (Netherlands),clay,header
02.08.2023,Rottgering M.,0,5,2,,,,['-'],['-'],['-'],['-'],['-'],5.95
02.08.2023,Jong A. M.,2,7,6,,,,['-'],['-'],['-'],['-'],['-'],1.10
01.08.2023,Rottgering M.,2,7^11,6,,,,['-'],['-'],['-'],['-'],['-'],1.40
01.08.2023,Misasi G.,0,6^9,3,,,,['-'],['-'],['-'],['-'],['-'],2.78
BOYS - SINGLES :  Wimbledon (United Kingdom),grass,header
ITF MEN - SINGLES :  M15 Alkmaar (Netherlands),clay,header
29.06.2023,Rottgering M.,0,2,3,,,,['-'],['-'],['-'],['-'],['-'],6.81
29.06.2023,Moller E.,2,6,6,,,,['-'],['-'],['-'],['-'],['-'],1.08
28.06.2023,Rottgering M.,2,7^7,7^7,,,,['-'],['-'],['-'],['-'],['-'],2.74
28.06.2023,Weststrate L.,0,6^3,6^0,,,,['-'],['-'],['-'],['-'],['-'],1.41
ITF MEN - SINGLES :  M15 Duffel (Belgium),clay,header
15.06.2023,Rottgering M.,0,4,3,,,,['-'],['-'],['-'],['-'],['-'],6.06
15.06.2023,Colson T.,2,6,6,,,,['-'],['-'],['-'],['-'],['-'],1.10
13.06.2023,Rottgering M.,2,6,6,,,,['-'],['-'],['-'],['-'],['-'],2.16
13.06.2023,Rojas O.,0,4,4,,,,['-'],['-'],['-'],['-'],['-'],1.64
