Date&Time,Name,Final Scores,Set1,Set2,Set3,Set4,Set5,Aces,Double Faults,1st Serve Percentage,1st Serve Points Won,2nd Serve Points Won,Break Points Saved,1st Return Points Won,2nd Return Points Won,Break Points Converted,Winners,Unforced Errors,Net Points Won,Max Points In Row,Service Points Won,Return Points Won,Total Points Won,Max Games In Row,Service Games Won,Return Games Won,Total Games Won,PBP(Set1),PBP(Set2),PBP(Set3),PBP(Set4),PBP(Set5),odds
CHALLENGER MEN - SINGLES :  Tenerife 2 (Spain),hard,header
CHALLENGER MEN - SINGLES :  Tenerife 2 (Spain),hard,header
11.02. 15:35,Rottgering M.,0,6^10,2,,,,3,8,68%,63% (40/63),30% (9/30),50% (4/8),37% (18/49),47% (16/34),22% (2/9),53% (49/93),41% (34/83),47% (83/176),6,4,60% (6/10),20% (2/10),40% (8/20),"['3', '2', '4', '3']",[],[],[],[],3.54
11.02. 15:35,Rincon D.,2,7^12,6,,,,7,3,59%,63% (31/49),53% (18/34),78% (7/9),37% (23/63),70% (21/30),50% (4/8),59% (49/83),47% (44/93),53% (93/176),4,0,80% (8/10),40% (4/10),60% (12/20),"['3', '3', '4', '4']","['2', '1', '4', '1']",[],[],[],1.27
ATP - SINGLES :  Rotterdam (Netherlands),hard,header
04.02. 03:00,Rottgering M.,0,3,2,,,,0,2,57%,58% (23/40),43% (13/30),56% (5/9),21% (8/39),55% (11/20),17% (1/6),51% (36/70),32% (19/59),43% (55/129),2,0,50% (4/8),11% (1/9),29% (5/17),"['2', '3']",[],[],[],[],8.80
04.02. 03:00,Bellucci M.,2,6,6,,,,10,4,66%,79% (31/39),45% (9/20),83% (5/6),43% (17/40),57% (17/30),44% (4/9),68% (40/59),49% (34/70),57% (74/129),8,0,89% (8/9),50% (4/8),71% (12/17),"['2', '0', '5', '3']","['3', '2', '5', '2']",[],[],[],1.06
ITF MEN - SINGLES :  M15 Manacor 3 (Spain),hard,header
ITF MEN - SINGLES :  M15 Manacor 2 (Spain),hard,header
ITF MEN - SINGLES :  M25 Hazebrouck (France),hard,header
ITF MEN - SINGLES :  M15 Sharm ElSheikh 19 (Egypt),hard,header
ITF MEN - SINGLES :  M25 Heraklion 2 (Greece),hard,header
CHALLENGER MEN - SINGLES :  Alicante (Spain) - Qualification,hard,header
29.09.2024,Rottgering M.,0,4,2,,,,0,2,52%,61% (20/33),50% (15/30),40% (2/5),24% (10/42),50% (11/22),0% (0/3),56% (35/63),33% (21/64),44% (56/127),3,0,67% (6/9),0% (0/9),33% (6/18),[],[],[],[],[],2.85
29.09.2024,Merida Aguilar D.,2,6,6,,,,1,4,66%,76% (32/42),50% (11/22),100% (3/3),39% (13/33),50% (15/30),60% (3/5),67% (43/64),44% (28/63),56% (71/127),7,0,100% (9/9),33% (3/9),67% (12/18),"['6', '4']","['3', '1', '6', '2']",[],[],[],1.39
ITF MEN - SINGLES :  M25 Falun (Sweden),hard,header
BOYS - SINGLES :  US Open (USA),hard,header
ITF MEN - SINGLES :  M25 Wetzlar (Germany),clay,header
ITF MEN - SINGLES :  M15 Metzingen (Germany),clay,header
BOYS - SINGLES :  Wimbledon (United Kingdom),grass,header
14.07.2024,Rottgering M.,0,3,3,,,,2,6,53%,62% (16/26),30% (7/23),17% (1/6),32% (12/37),54% (14/26),33% (2/6),15,21,64% (7/11),47% (23/49),41% (26/63),44% (49/112),0,0,44% (4/9),22% (2/9),33% (6/18),[],"['2', '0', '3', '1']",[],[],[],0
14.07.2024,Budkov Kjaer N.,2,6,6,,,,8,8,59%,68% (25/37),46% (12/26),67% (4/6),38% (10/26),70% (16/23),83% (5/6),19,18,70% (7/10),59% (37/63),53% (26/49),56% (63/112),10,0,78% (7/9),56% (5/9),67% (12/18),"['2', '0']","['1', '2', '2', '3', '4', '3', '6', '3']",[],[],[],0
13.07.2024,Rottgering M.,2,6,7,,,,4,1,66%,62% (33/53),59% (16/27),75% (6/8),37% (20/54),60% (12/20),50% (4/8),24,24,46% (11/24),61% (49/80),43% (32/74),53% (81/154),7,0,82% (9/11),36% (4/11),59% (13/22),"['1', '0', '3', '0']","['1', '0', '6', '5']",[],[],[],0
13.07.2024,Papamalamis T.,0,4,5,,,,3,2,73%,63% (34/54),40% (8/20),50% (4/8),38% (20/53),41% (11/27),25% (2/8),25,34,75% (12/16),57% (42/74),39% (31/80),47% (73/154),3,0,64% (7/11),18% (2/11),41% (9/22),"['2', '4']","['2', '2']",[],[],[],0
12.07.2024,Rottgering M.,2,7^7,6,,,,3,4,50%,82% (28/34),65% (22/34),100% (3/3),24% (10/42),50% (10/20),100% (1/1),14,16,89% (8/9),74% (50/68),32% (20/62),54% (70/130),6,0,100% (11/11),10% (1/10),57% (12/21),[],"['3', '1']",[],[],[],0
12.07.2024,Bigun K.,0,6^3,3,,,,7,2,68%,76% (32/42),50% (10/20),0% (0/1),18% (6/34),35% (12/34),0% (0/3),23,31,64% (9/14),68% (42/62),26% (18/68),46% (60/130),4,0,90% (9/10),0% (0/11),43% (9/21),[],[],[],[],[],0
BOYS - SINGLES :  French Open (France),clay,header
ITF MEN - SINGLES :  M15 Antalya 13 (Turkey),clay,header
02.05.2024,Rottgering M.,0,5,5,,,,['-'],['-'],['-'],['-'],['-'],3.86
02.05.2024,Agwi M.,2,7,7,,,,['-'],['-'],['-'],['-'],['-'],1.23
01.05.2024,Rottgering M.,2,7,6,,,,['-'],['-'],['-'],['-'],['-'],1.09
01.05.2024,Wendler Filho J.,0,5,2,,,,['-'],['-'],['-'],['-'],['-'],6.58
ITF MEN - SINGLES :  M25 Sharm ElSheikh (Egypt),hard,header
03.04.2024,Rottgering M.,0,4,4,,,,['-'],['-'],['-'],['-'],['-'],3.24
03.04.2024,Safwat M.,2,6,6,,,,['-'],['-'],['-'],['-'],['-'],1.31
ITF MEN - SINGLES :  M15 Sharm ElSheikh 9 (Egypt),hard,header
27.03.2024,Rottgering M.,1,7^9,5,3,,,['-'],['-'],['-'],['-'],['-'],1.39
27.03.2024,Jones B.,2,6^7,7,6,,,['-'],['-'],['-'],['-'],['-'],2.83
ITF MEN - SINGLES :  M15 Sharm ElSheikh 5 (Egypt),hard,header
29.02.2024,Rottgering M.,1,5,6,2,,,['-'],['-'],['-'],['-'],['-'],0
29.02.2024,Krajci M.,2,7,3,6,,,['-'],['-'],['-'],['-'],['-'],0
28.02.2024,Rottgering M.,2,6,7^7,,,,['-'],['-'],['-'],['-'],['-'],0
28.02.2024,Perez Sanz D.,0,3,6^2,,,,['-'],['-'],['-'],['-'],['-'],0
ITF MEN - SINGLES :  M15 Sharm ElSheikh 4 (Egypt),hard,header
25.02.2024,Rottgering M.,0,3,3,,,,['-'],['-'],['-'],['-'],['-'],2.62
25.02.2024,Henning P.,2,6,6,,,,['-'],['-'],['-'],['-'],['-'],1.45
24.02.2024,Rottgering M.,2,6,6,,,,['-'],['-'],['-'],['-'],['-'],1.83
24.02.2024,Zahraj P.,0,3,3,,,,['-'],['-'],['-'],['-'],['-'],1.89
23.02.2024,Tamm K.,0,0,,,,,['-'],['-'],['-'],['-'],['-'],2.24
23.02.2024,Rottgering M.,0,3,,,,,['-'],['-'],['-'],['-'],['-'],1.60
22.02.2024,Rottgering M.,2,6,2,7,,,['-'],['-'],['-'],['-'],['-'],1.86
22.02.2024,Oetzbach A.,1,2,6,5,,,['-'],['-'],['-'],['-'],['-'],1.86
21.02.2024,Rottgering M.,2,6,2,6,,,['-'],['-'],['-'],['-'],['-'],1.44
21.02.2024,Trochu P.,1,0,6,1,,,['-'],['-'],['-'],['-'],['-'],2.65
BOYS - SINGLES :  Australian Open (Australia),hard,header
26.01.2024,Rottgering M.,0,1,3,,,,1,2,69%,47% (20/43),47% (9/19),44% (4/9),25% (7/28),50% (12/24),33% (1/3),13,23,43% (6/14),47% (29/62),37% (19/52),42% (48/114),4,0,38% (3/8),13% (1/8),25% (4/16),[],"['1', '1']",[],[],[],0
26.01.2024,Kumstat J.,2,6,6,,,,4,2,54%,75% (21/28),50% (12/24),67% (2/3),53% (23/43),53% (10/19),56% (5/9),19,26,71% (10/14),63% (33/52),53% (33/62),58% (66/114),6,0,88% (7/8),63% (5/8),75% (12/16),"['3', '1', '5', '1']","['1', '0', '2', '1', '6', '3']",[],[],[],0
25.01.2024,Rottgering M.,2,6,6,,,,4,1,68%,79% (22/28),62% (8/13),0% (0/0),60% (24/40),56% (10/18),33% (5/15),14,13,60% (3/5),73% (30/41),59% (34/58),65% (64/99),8,0,100% (7/7),71% (5/7),86% (12/14),"['2', '1', '4', '1']","['1', '0', '3', '0', '5', '0']",[],[],[],0
25.01.2024,Omarkhanov A.,0,2,0,,,,1,1,69%,40% (16/40),44% (8/18),67% (10/15),21% (6/28),38% (5/13),0% (0/0),9,32,86% (6/7),41% (24/58),27% (11/41),35% (35/99),2,0,29% (2/7),0% (0/7),14% (2/14),[],[],[],[],[],0
ITF MEN - SINGLES :  M15 Sharm ElSheikh 19 (Egypt),hard,header
08.12.2023,Rottgering M.,0,2,3,,,,['-'],['-'],['-'],['-'],['-'],1.58
08.12.2023,Purtseladze S.,2,6,6,,,,['-'],['-'],['-'],['-'],['-'],2.27
07.12.2023,Rottgering M.,2,6,6,,,,['-'],['-'],['-'],['-'],['-'],1.04
07.12.2023,Zhao R.,0,0,2,,,,['-'],['-'],['-'],['-'],['-'],8.95
06.12.2023,Rottgering M.,2,6,6,,,,['-'],['-'],['-'],['-'],['-'],1.34
06.12.2023,Obradovic D.,0,0,3,,,,['-'],['-'],['-'],['-'],['-'],3.04
ITF MEN - SINGLES :  M15 Sharm ElSheikh 18 (Egypt),hard,header
01.12.2023,Rottgering M.,0,3,4,,,,['-'],['-'],['-'],['-'],['-'],1.73
01.12.2023,Elsayed A.,2,6,6,,,,['-'],['-'],['-'],['-'],['-'],2.00
30.11.2023,Rottgering M.,2,6,6,,,,['-'],['-'],['-'],['-'],['-'],1.26
30.11.2023,Bassem Sobhy M.,0,2,4,,,,['-'],['-'],['-'],['-'],['-'],3.56
29.11.2023,Rottgering M.,2,6,6,,,,['-'],['-'],['-'],['-'],['-'],2.36
29.11.2023,Barnat J.,0,2,4,,,,['-'],['-'],['-'],['-'],['-'],1.54
ITF MEN - SINGLES :  M15 Sharm ElSheikh 12 (Egypt),hard,header
