Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,24/17,10/8,12/8,2/1,-,-
2024,10/7,5/3,5/4,-,-,-
2023,12/8,3/3,7/4,2/1,-,-
2022,2/2,2/2,-,-,-,-
