Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,162/108,130/76,16/12,15/18,1/2,-
2024,27/23,25/20,1/2,-,1/1,-
2023,33/24,27/17,3/4,3/2,0/1,-
2022,50/22,50/18,0/1,0/3,-,-
2021,34/20,19/13,12/4,3/3,-,-
2020,12/10,8/5,-,4/5,-,-
2019,6/7,1/3,0/1,5/3,-,-
2018,0/2,-,-,0/2,-,-
