Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,229/173,113/89,56/40,57/42,-,3/2
2024,3/5,0/2,3/1,0/1,-,0/1
2023,52/34,17/16,11/4,24/14,-,-
2022,55/28,26/16,10/5,16/6,-,3/1
2021,17/21,13/14,3/5,1/2,-,-
2020,5/5,3/1,0/2,2/2,-,-
2019,34/27,18/14,13/10,3/3,-,-
2018,33/27,22/13,8/10,3/4,-,-
2017,26/19,12/9,8/3,6/7,-,-
2016,3/4,1/2,-,2/2,-,-
2015,0/2,0/1,-,0/1,-,-
2014,1/1,1/1,-,-,-,-
