Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,212/205,70/48,130/133,12/22,0/2,-
2024,6/17,1/4,4/11,1/2,-,-
2023,31/33,9/8,21/21,1/3,0/1,-
2022,44/31,25/12,14/13,5/5,0/1,-
2021,23/22,4/4,19/17,0/1,-,-
2020,11/6,6/2,5/3,0/1,-,-
2019,23/30,2/3,21/25,0/2,-,-
2018,16/15,-,15/12,1/3,-,-
2017,16/16,4/4,9/9,3/3,-,-
2016,30/24,15/9,14/13,1/2,-,-
2015,8/7,2/1,6/6,-,-,-
2014,4/4,2/1,2/3,-,-,-
