Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,202/166,98/80,65/38,39/47,-,0/1
2024,32/22,19/13,9/6,4/3,-,-
2023,37/26,14/14,20/4,3/8,-,-
2022,33/29,28/21,4/4,1/4,-,-
2021,34/21,17/10,4/3,13/8,-,-
2020,11/13,3/3,5/5,3/4,-,0/1
2019,21/23,7/8,6/5,8/10,-,-
2018,24/21,8/9,10/7,6/5,-,-
2017,10/10,2/2,7/4,1/4,-,-
2016,0/1,-,-,0/1,-,-
