Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,143/79,19/12,124/67,-,-,-
2024,22/19,3/2,19/17,-,-,-
2023,39/20,3/2,36/18,-,-,-
2022,29/9,-,29/9,-,-,-
2019,30/16,9/4,21/12,-,-,-
2018,16/8,-,16/8,-,-,-
2017,5/5,2/2,3/3,-,-,-
2016,2/2,2/2,-,-,-,-
