Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,68/43,19/17,47/23,0/2,2/1,-
2024,24/15,8/7,16/8,-,-,-
2023,34/23,10/8,22/12,0/2,2/1,-
2022,10/5,1/2,9/3,-,-,-
