Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,180/180,73/67,34/55,73/58,-,-
2024,0/2,-,0/1,0/1,-,-
2023,4/7,0/1,0/2,4/4,-,-
2022,7/15,1/4,1/4,5/7,-,-
2021,27/25,0/2,13/16,14/7,-,-
2020,13/19,-,12/18,1/1,-,-
2019,29/20,12/10,2/2,15/8,-,-
2018,30/24,16/14,0/2,14/8,-,-
2017,27/21,12/12,1/1,14/8,-,-
2016,15/16,14/14,-,1/2,-,-
2015,14/13,10/6,1/2,3/5,-,-
2014,14/16,8/4,4/6,2/6,-,-
2013,0/2,-,0/1,0/1,-,-
