Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,205/198,84/72,107/110,10/10,-,4/6
2023,22/14,6/6,9/5,4/2,-,3/1
2022,25/21,13/11,10/8,2/2,-,-
2021,3/13,1/3,1/8,1/2,-,-
2020,22/17,5/7,16/7,1/2,-,0/1
2019,20/13,9/6,9/6,2/1,-,-
2018,19/22,10/6,9/15,-,-,0/1
2017,25/28,16/12,8/12,0/1,-,1/3
2016,33/22,14/9,19/13,-,-,-
2015,14/22,2/6,12/16,-,-,-
2014,14/16,5/4,9/12,-,-,-
2013,7/5,2/1,5/4,-,-,-
2012,0/4,-,0/4,-,-,-
2011,1/1,1/1,-,-,-,-
