Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,33/19,-,17/15,5/3,-,11/1
2024,7/7,-,7/7,-,-,-
2023,11/7,-,10/6,1/1,-,-
2022,15/4,-,0/1,4/2,-,11/1
2021,0/1,-,0/1,-,-,-
