Date&Time,Name,Final Scores,Set1,Set2,Set3,Set4,Set5,Aces,Double Faults,1st Serve Percentage,1st Serve Points Won,2nd Serve Points Won,Break Points Saved,1st Return Points Won,2nd Return Points Won,Break Points Converted,Winners,Unforced Errors,Net Points Won,Max Points In Row,Service Points Won,Return Points Won,Total Points Won,Max Games In Row,Service Games Won,Return Games Won,Total Games Won,PBP(Set1),PBP(Set2),PBP(Set3),PBP(Set4),PBP(Set5),odds
13.08.,Perez A.,2,,,,,,7,5,63%,70% (47/67),43% (17/40),56% (5/9),41% (30/73),43% (12/28),50% (5/10),27,41,50% (4/8),60% (64/107),42% (42/101),51% (106/208),5,0,75% (12/16),31% (5/16),53% (17/32),"['2', '1', '3', '2', '5', '2']","['1', '0']","['3', '2']",[],[],21.5
13.08.,Kuzuhara B.,1,,,,,,5,2,72%,59% (43/73),57% (16/28),50% (5/10),30% (20/67),57% (23/40),44% (4/9),30,43,71% (12/17),58% (59/101),40% (43/107),49% (102/208),5,1,69% (11/16),25% (4/16),47% (15/32),"['2', '2', '3', '5', '5', '5', '7', '5']",[],[],[],[],1.73
12.08.,Kuzuhara B.,2,,,,,,10,2,58%,78% (35/45),63% (20/32),75% (6/8),24% (13/54),76% (22/29),29% (4/14),34,27,100% (8/8),71% (55/77),42% (35/83),56% (90/160),8,0,86% (12/14),31% (4/13),59% (16/27),"['3', '3']","['6', '4']","['3', '1', '5', '1']",[],[],20.5
12.08.,Martin Tiffon P.,1,,,,,,5,6,65%,76% (41/54),24% (7/29),71% (10/14),22% (10/45),38% (12/32),25% (2/8),20,35,50% (1/2),58% (48/83),29% (22/77),44% (70/160),2,0,69% (9/13),14% (2/14),41% (11/27),"['1', '0', '4', '3']",[],[],[],[],1.60
11.08.,Kuzuhara B.,2,,,,,,4,0,61%,79% (26/33),62% (13/21),67% (2/3),36% (14/39),60% (12/20),43% (3/7),11,16,75% (3/4),72% (39/54),44% (26/59),58% (65/113),6,0,90% (9/10),33% (3/9),63% (12/19),"['5', '3', '6', '4']","['3', '1']",[],[],[],21.0
11.08.,Lilov V.,0,,,,,,4,3,66%,64% (25/39),40% (8/20),57% (4/7),21% (7/33),38% (8/21),33% (1/3),18,37,58% (11/19),56% (33/59),28% (15/54),42% (48/113),4,0,67% (6/9),10% (1/10),37% (7/19),"['4', '5']",[],[],[],[],1.79
10.08.,Kuzuhara B.,2,,,,,,5,0,75%,70% (21/30),90% (9/10),100% (1/1),57% (17/30),59% (16/27),45% (5/11),11,19,67% (6/9),75% (30/40),58% (33/57),65% (63/97),8,0,100% (7/7),63% (5/8),80% (12/15),"['2', '1', '4', '1']","['2', '1', '4', '1', '6', '1']",[],[],[],-
10.08.,Rico Arias N. E.,0,,,,,,1,7,53%,43% (13/30),41% (11/27),55% (6/11),30% (9/30),10% (1/10),0% (0/1),5,28,50% (1/2),42% (24/57),25% (10/40),35% (34/97),2,1,38% (3/8),0% (0/7),20% (3/15),[],[],[],[],[],-
30.07.,Miyoshi K.,2,,,,,,"['5', '3']","['2', '1', '5', '4']",[],[],[],1.47
30.07.,Kuzuhara B.,0,,,,,,[],"['4', '4']",[],[],[],2.53
25.07.,Vandecasteele Q.,2,,,,,,"['2', '0']",[],"['3', '1', '4', '2', '6', '2']",[],[],1.90
25.07.,Kuzuhara B.,1,,,,,,[],"['3', '1', '5', '1']","['2', '3']",[],[],1.80
24.07.,Kuzuhara B.,2,,,,,,"['1', '0', '3', '2']","['1', '0', '4', '1', '6', '1']","['5', '3']",[],[],2.16
24.07.,Ghibaudo A.,1,,,,,,"['1', '1', '3', '3', '7', '5']",[],[],[],[],1.63
23.07.,Kuzuhara B.,2,,,,,,"['2', '1', '6', '3']","['3', '1', '5', '1']",[],[],[],1.68
23.07.,Shick B.,0,,,,,,[],[],[],[],[],2.06
18.07.,Kotzen N. I.,2,,,,,,"['5', '3']","['1', '0', '2', '1', '4', '1']",[],[],[],2.30
18.07.,Kuzuhara B.,0,,,,,,[],"['1', '1', '2', '4', '4', '4']",[],[],[],1.56
18.07.,Kuzuhara B.,2,,,,,,"['2', '1', '4', '1']",[],"['3', '1', '5', '1']",[],[],1.19
18.07.,Mayew W.,1,,,,,,"['2', '4']","['4', '2']",[],[],[],4.23
16.07.,Kuzuhara B.,2,,,,,,"['1', '0', '3', '2']","['4', '2', '6', '2']",[],[],[],1.29
16.07.,Chopra K.,0,,,,,,"['1', '1', '4', '4']",[],[],[],[],3.32
10.07.,Suresh D.,2,,,,,,[],"['7', '5']","['4', '2']",[],[],1.62
10.07.,Kuzuhara B.,1,,,,,,"['2', '0']",[],[],[],[],2.18
08.07.,Kuzuhara B.,2,,,,,,"['3', '3', '5', '3']","['1', '0', '3', '0', '6', '3']",[],[],[],1.48
08.07.,Godsick N.,0,,,,,,"['2', '1']","['3', '5']",[],[],[],2.50
24.06.,Torres J. B.,2,,,,,,0,1,60%,65% (33/51),44% (15/34),73% (8/11),48% (26/54),58% (15/26),40% (4/10),56% (48/85),51% (41/80),54% (89/165),5,0,73% (8/11),40% (4/10),57% (12/21),"['1', '0', '2', '1', '4', '5']","['4', '2']",[],[],[],1.30
24.06.,Kuzuhara B.,0,,,,,,0,1,68%,52% (28/54),42% (11/26),60% (6/10),35% (18/51),56% (19/34),27% (3/11),49% (39/80),44% (37/85),46% (76/165),5,2,60% (6/10),27% (3/11),43% (9/21),"['1', '1', '3', '3', '5', '3']",[],[],[],[],3.33
23.06.,Kuzuhara B.,2,,,,,,1,1,78%,75% (30/40),45% (5/11),75% (3/4),56% (20/36),47% (9/19),45% (5/11),69% (35/51),53% (29/55),60% (64/106),8,0,88% (7/8),63% (5/8),75% (12/16),"['3', '1', '4', '2', '6', '2']","['2', '0', '6', '2']",[],[],[],1.23
23.06.,Gimenez I.,0,,,,,,1,0,65%,44% (16/36),53% (10/19),55% (6/11),25% (10/40),55% (6/11),25% (1/4),47% (26/55),31% (16/51),40% (42/106),2,0,38% (3/8),13% (1/8),25% (4/16),"['2', '3']",[],[],[],[],3.88
22.06.,Kuzuhara B.,2,,,,,,4,2,67%,72% (38/53),58% (15/26),0% (0/2),40% (24/60),42% (14/33),33% (4/12),67% (53/79),41% (38/93),53% (91/172),5,0,86% (12/14),31% (4/13),59% (16/27),"['2', '2']","['2', '0', '6', '2']","['2', '0']",[],[],1.80
22.06.,Alvarez Valdes L. C.,1,,,,,,0,1,65%,60% (36/60),58% (19/33),67% (8/12),28% (15/53),42% (11/26),100% (2/2),59% (55/93),33% (26/79),47% (81/172),5,1,69% (9/13),14% (2/14),41% (11/27),"['2', '1', '4', '3']",[],[],[],[],1.93
16.06.,Alvarez Valdes L. C.,2,,,,,,0,1,69%,63% (29/46),62% (13/21),60% (3/5),53% (18/34),38% (6/16),63% (5/8),63% (42/67),48% (24/50),56% (66/117),5,0,78% (7/9),56% (5/9),67% (12/18),"['1', '0', '3', '0', '5', '0']","['1', '0', '3', '0']",[],[],[],2.73
16.06.,Kuzuhara B.,0,,,,,,1,0,68%,47% (16/34),63% (10/16),38% (3/8),37% (17/46),38% (8/21),40% (2/5),52% (26/50),37% (25/67),44% (51/117),5,0,44% (4/9),22% (2/9),33% (6/18),[],"['2', '4', '4', '4']",[],[],[],1.42
15.06.,Kuzuhara B.,2,,,,,,1,0,77%,83% (19/23),86% (6/7),100% (1/1),72% (18/25),59% (10/17),60% (6/10),83% (25/30),67% (28/42),74% (53/72),8,0,100% (6/6),86% (6/7),92% (12/13),"['2', '1', '4', '1', '6', '1']","['2', '0', '4', '0', '6', '0']",[],[],[],-
15.06.,Trigo L.,0,,,,,,0,1,60%,28% (7/25),41% (7/17),40% (4/10),17% (4/23),14% (1/7),0% (0/1),33% (14/42),17% (5/30),26% (19/72),2,1,14% (1/7),0% (0/6),8% (1/13),[],[],[],[],[],-
11.06.,Blanch D.,2,,,,,,4,0,65%,71% (30/42),61% (14/23),100% (2/2),40% (21/52),46% (6/13),60% (3/5),68% (44/65),42% (27/65),55% (71/130),8,0,100% (10/10),30% (3/10),65% (13/20),"['6', '5']","['3', '2', '5', '2']",[],[],[],1.82
11.06.,Kuzuhara B.,0,,,,,,1,0,80%,60% (31/52),54% (7/13),40% (2/5),29% (12/42),39% (9/23),0% (0/2),58% (38/65),32% (21/65),45% (59/130),2,0,70% (7/10),0% (0/10),35% (7/20),[],[],[],[],[],1.90
09.06.,Kuzuhara B.,2,,,,,,2,1,80%,54% (39/72),72% (13/18),63% (5/8),48% (29/61),29% (7/24),38% (5/13),58% (52/90),42% (36/85),50% (88/175),8,0,77% (10/13),38% (5/13),58% (15/26),"['2', '0', '4', '0', '6', '0']",[],"['3', '3', '7', '5']",[],[],1.94
09.06.,Roncadelli F.,1,,,,,,0,1,72%,52% (32/61),71% (17/24),62% (8/13),46% (33/72),28% (5/18),38% (3/8),58% (49/85),42% (38/90),50% (87/175),2,2,62% (8/13),23% (3/13),42% (11/26),[],"['1', '0', '4', '1']","['1', '0']",[],[],1.79
23.05.,Cid Subervi R.,2,,,,,,"['2', '1', '4', '1']","['2', '3', '3', '4']","['1', '0', '3', '4', '5', '4']",[],[],1.64
23.05.,Kuzuhara B.,1,,,,,,[],"['2', '0', '4', '2', '6', '4']","['2', '2', '4', '2']",[],[],2.15
22.05.,Kuzuhara B.,2,,,,,,[],"['3', '2', '4', '3', '6', '3']","['3', '1', '6', '4']",[],[],2.32
22.05.,Jubb P.,1,,,,,,"['1', '0', '6', '3']","['3', '3']","['2', '3']",[],[],1.55
20.05.,Kuzuhara B.,2,,,,,,"['2', '0', '5', '1']","['3', '4', '5', '4']",[],[],[],1.15
