Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,337/287,22/25,269/230,29/22,17/10,-
2024,31/25,-,31/24,0/1,-,-
2023,36/31,0/1,30/26,6/4,-,-
2022,31/26,0/2,25/20,6/3,0/1,-
2021,12/24,6/10,6/13,0/1,-,-
2020,9/12,5/4,3/7,1/1,-,-
2019,40/31,0/2,34/26,6/3,-,-
2018,36/20,8/3,26/16,-,2/1,-
2017,27/31,0/1,24/29,3/1,-,-
2016,28/24,-,16/19,1/2,11/3,-
2015,41/31,-,37/27,1/2,3/2,-
2014,40/23,-,36/19,4/2,0/2,-
2013,4/5,3/2,1/3,-,-,-
2012,0/1,-,-,0/1,-,-
2011,2/3,-,0/1,1/1,1/1,-
