Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,123/105,31/45,79/41,13/19,-,-
2024,36/22,5/5,29/16,2/1,-,-
2023,53/30,8/8,43/19,2/3,-,-
2022,17/18,11/12,3/2,3/4,-,-
2021,8/13,3/8,4/4,1/1,-,-
2020,5/17,4/12,-,1/5,-,-
2019,0/3,-,-,0/3,-,-
2018,4/2,-,-,4/2,-,-
