Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,100/94,27/24,70/65,3/3,0/2,-
2024,12/9,1/1,11/8,-,-,-
2023,13/22,4/5,9/15,-,0/2,-
2022,14/13,1/1,10/9,3/3,-,-
2021,13/14,4/6,9/8,-,-,-
2020,4/6,4/4,0/2,-,-,-
2019,15/11,1/1,14/10,-,-,-
2018,19/10,10/4,9/6,-,-,-
2017,6/6,1/1,5/5,-,-,-
2016,4/3,1/1,3/2,-,-,-
