Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,114/82,48/35,49/32,17/15,-,-
2024,19/14,11/8,8/6,-,-,-
2023,22/16,7/6,10/8,5/2,-,-
2022,33/21,14/10,17/9,2/2,-,-
2021,24/17,12/5,5/5,7/7,-,-
2020,5/5,-,2/1,3/4,-,-
2019,10/7,3/4,7/3,-,-,-
2018,1/2,1/2,-,-,-,-
