Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,229/165,54/43,171/118,1/3,-,3/1
2024,27/22,7/6,20/15,0/1,-,-
2023,36/31,5/6,30/23,1/2,-,-
2022,27/25,9/8,15/16,-,-,3/1
2021,49/25,9/6,40/19,-,-,-
2020,22/13,13/4,9/9,-,-,-
2019,39/25,-,39/25,-,-,-
2018,16/9,-,16/9,-,-,-
2017,2/4,2/4,-,-,-,-
2016,5/4,3/3,2/1,-,-,-
2015,4/4,4/3,0/1,-,-,-
2013,2/3,2/3,-,-,-,-
