Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,100/105,23/30,72/67,5/7,0/1,-
2024,21/23,4/7,17/16,-,-,-
2023,34/22,7/6,26/13,1/3,-,-
2022,4/5,2/1,2/4,-,-,-
2021,5/6,0/1,5/5,-,-,-
2020,2/7,1/4,1/2,0/1,-,-
2019,14/20,2/4,12/15,-,0/1,-
2018,20/16,7/6,9/8,4/2,-,-
2017,0/2,-,0/2,-,-,-
2016,0/4,0/1,0/2,0/1,-,-
