Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,34/19,14/12,4/2,-,-,16/5
2024,15/7,11/5,4/2,-,-,-
2023,13/3,-,-,-,-,13/3
2022,5/5,2/3,-,-,-,3/2
2021,1/4,1/4,-,-,-,-
