Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,143/157,22/23,115/127,1/2,-,5/5
2024,2/5,-,2/5,-,-,-
2023,8/11,-,7/7,-,-,1/4
2022,19/13,-,15/12,-,-,4/1
2021,19/23,0/2,18/20,1/1,-,-
2020,3/2,3/1,0/1,-,-,-
2019,1/6,1/2,0/4,-,-,-
2018,18/14,4/1,14/13,-,-,-
2017,23/21,5/5,18/16,-,-,-
2016,11/15,0/1,11/14,-,-,-
2015,14/18,3/3,11/14,0/1,-,-
2014,15/17,5/4,10/13,-,-,-
2013,4/6,1/4,3/2,-,-,-
2012,5/5,-,5/5,-,-,-
2011,1/1,-,1/1,-,-,-
