Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,259/224,49/43,186/163,5/8,19/10,-
2024,8/13,5/6,3/5,0/2,-,-
2023,37/21,-,27/18,2/2,8/1,-
2022,34/23,6/5,28/18,-,-,-
2021,22/21,-,22/18,0/3,-,-
2020,15/19,-,13/17,-,2/2,-
2019,30/28,8/6,19/20,-,3/2,-
2018,32/22,3/2,22/17,3/1,4/2,-
2017,19/22,5/6,14/15,-,0/1,-
2016,25/23,14/10,11/12,-,0/1,-
2015,24/21,7/6,15/14,-,2/1,-
2014,8/8,1/2,7/6,-,-,-
2013,4/2,-,4/2,-,-,-
2012,1/1,-,1/1,-,-,-
