Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,46/39,5/2,39/34,-,-,2/3
2024,21/10,2/1,19/9,-,-,-
2023,16/10,3/1,11/6,-,-,2/3
2022,2/2,-,2/2,-,-,-
2020,3/5,-,3/5,-,-,-
2019,1/4,-,1/4,-,-,-
2018,2/5,-,2/5,-,-,-
2017,1/3,-,1/3,-,-,-
