Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,91/38,73/30,3/3,15/2,-,0/3
2024,45/14,29/9,1/1,15/2,-,0/2
2023,30/15,28/12,2/2,-,-,0/1
2022,16/9,16/9,-,-,-,-
