Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,106/108,40/48,52/42,14/18,-,-
2024,22/23,6/8,7/7,9/8,-,-
2023,24/27,8/10,14/15,2/2,-,-
2022,35/22,9/8,25/13,1/1,-,-
2021,11/15,9/14,2/1,-,-,-
2020,3/4,1/1,2/2,0/1,-,-
2019,9/13,7/7,0/1,2/5,-,-
2018,2/4,-,2/3,0/1,-,-
