Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,117/104,76/69,30/23,10/10,-,1/2
2024,43/26,33/18,10/7,-,-,0/1
2023,16/15,9/9,7/5,-,-,0/1
2022,9/6,-,8/5,1/1,-,-
2021,3/7,3/6,0/1,-,-,-
2020,0/1,-,0/1,-,-,-
2019,15/14,11/12,1/1,3/1,-,-
2018,24/23,14/17,3/2,6/4,-,1/0
2017,6/11,6/7,-,0/4,-,-
2016,1/1,-,1/1,-,-,-
