Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,130/94,81/53,43/31,4/8,2/2,-
2024,38/24,29/15,9/8,0/1,-,-
2023,24/21,12/8,9/8,3/4,0/1,-
2022,30/20,8/8,20/10,0/1,2/1,-
2021,32/23,26/16,5/5,1/2,-,-
2020,6/6,6/6,-,-,-,-
