Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,44/51,29/28,0/3,11/19,-,4/1
2024,14/18,11/9,0/2,3/7,-,-
2023,16/19,9/9,0/1,3/8,-,4/1
2022,14/14,9/10,-,5/4,-,-
