Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,100/83,74/60,8/10,3/5,-,15/8
2024,27/20,17/13,1/1,1/1,-,8/5
2023,28/25,19/16,1/4,1/2,-,7/3
2022,32/22,27/17,4/3,1/2,-,-
2021,12/14,10/12,2/2,-,-,-
2020,1/2,1/2,-,-,-,-
