Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,202/112,111/56,65/46,11/4,14/6,1/0
2024,52/21,14/7,30/11,-,7/3,1/0
2023,64/24,37/11,17/9,3/1,7/3,-
2022,31/18,23/10,5/7,3/1,-,-
2021,19/13,13/7,6/6,-,-,-
2020,2/9,2/4,0/4,0/1,-,-
2019,10/12,7/8,3/4,-,-,-
2018,19/9,12/5,2/3,5/1,-,-
2017,4/4,2/2,2/2,-,-,-
2016,0/1,0/1,-,-,-,-
2015,1/1,1/1,-,-,-,-
