Year,Summary,Clay,Hard,Indoors,Grass,Not,set
Summary:,156/84,94/33,43/32,19/19,-,-
2024,20/5,19/4,1/1,-,-,-
2023,23/5,23/4,0/1,-,-,-
2022,9/6,8/3,1/2,0/1,-,-
2021,13/12,8/4,3/5,2/3,-,-
2020,4/3,-,4/1,0/2,-,-
2019,28/17,6/6,17/7,5/4,-,-
2018,26/12,20/6,2/3,4/3,-,-
2017,16/11,10/5,2/1,4/5,-,-
2016,15/9,-,11/8,4/1,-,-
2015,1/2,0/1,1/1,-,-,-
2014,1/2,-,1/2,-,-,-
